,id,ra,dec,z_spec,z_phot,log_mass,log_sfr,is_mass_clumpy,is_UV_clumpy
1746,24808,150.06812,1.7437358,-1.0,0.853,10.82,1.8550282527619792,False,False
1747,24814,150.20129,1.7454798,-1.0,1.13,9.94,1.325618272810029,False,True
1748,24827,150.28168,1.7451121,-1.0,1.625,10.58,2.0649855610860794,True,True
1749,24846,150.08421,1.7456335,-1.0,0.58,10.13,0.6913467641348218,False,False
1750,24866,149.9726,1.7467266,-1.0,1.377,10.16,1.6285217527552802,False,True
1751,24905,150.33733,1.7471586,-1.0,1.33,9.84,1.5881259836031352,False,False
1752,24929,150.13806,1.7465562,-1.0,0.549,10.22,-0.3882766919926582,False,True
1753,24933,150.23495,1.7440001,-1.0,0.948,10.71,1.4086977688957878,False,True
1754,24937,150.06544,1.7459621,-1.0,1.261,11.21,1.7163623233602032,False,False
1755,24956,150.13385,1.7461869,-1.0,0.967,10.29,1.3123043245687065,False,True
1756,24969,150.27975,1.7477196,-1.0,1.473,10.42,1.671033920344041,True,True
1757,24973,150.08867,1.7476317,-1.0,0.853,10.09,0.6323560462390732,False,False
1758,24993,150.15662,1.7486655,-1.0,1.787,10.93,1.994013436370904,False,True
1759,25018,150.00269,1.7489479,-1.0,0.948,10.04,1.038103310305898,True,False
1760,25022,150.3028,1.7481714,1.0489,1.047,9.94,1.6962427757196192,True,True
1761,25029,150.07008,1.7480823,-1.0,0.89,10.66,0.9636461864848432,False,False
1762,25046,150.27815,1.7489471,-1.0,1.473,10.84,1.7364522796373163,False,True
1763,25053,150.03432,1.7480392,-1.0,0.729,10.43,1.3307991908366483,False,True
1764,25058,150.28436,1.7495987,-1.0,1.4,10.02,1.497054109547331,True,True
1765,25061,150.2794,1.7482222,-1.0,0.948,10.52,1.3350765973144054,False,False
1766,25087,150.22157,1.7483923,-1.0,1.33,10.8,1.5480821705205965,False,False
1767,25098,150.10616,1.7496438,-1.0,1.705,11.09,2.48192538728322,False,True
1768,25102,150.31609,1.7501554,-1.0,1.307,9.96,1.562768543016519,False,False
1769,25108,150.15964,1.7500015,-1.0,1.548,10.17,1.5524248457040857,False,False
1770,25109,150.02681,1.7488668,-1.0,0.711,9.82,0.5035183127240748,False,False
1771,25129,150.09511,1.7502142,-1.0,0.948,9.84,1.0145205387579237,True,False
1772,25145,150.05745,1.7504579,-1.0,0.781,10.07,0.5744942682853276,False,False
1773,25166,150.11357,1.7508607,-1.0,1.13,9.84,0.9658599368070716,False,False
1774,25196,149.98424,1.7509184,-1.0,1.007,10.38,0.811642021453151,False,True
1775,25240,150.15894,1.7518926,-1.0,1.599,10.22,1.9608891730212863,False,True
1776,25243,150.07368,1.7489543,-1.0,0.628,10.93,1.2124539610402758,False,True
1777,25244,149.97459,1.7515748,-1.0,1.088,10.24,0.6320521667058098,True,True
1778,25247,149.90939,1.7518382,-1.0,1.498,10.61,1.0678516605123527,False,True
1779,25248,150.07133,1.7515959,-1.0,0.967,9.84,0.9526471697589431,True,True
1780,25263,149.99612,1.7512609,-1.0,1.261,11.14,1.7849737099544007,False,True
1781,25264,150.19701,1.7515963,-1.0,1.353,10.1,1.4630115668147143,True,True
1782,25273,150.06824,1.7513354,-1.0,1.678,11.07,2.126861655044897,False,False
1783,25295,150.26248,1.7514645,-1.0,1.929,10.25,2.104162634973353,True,False
1784,25305,150.10513,1.7523065,-1.0,0.763,10.15,0.6079908585471748,True,True
1785,25314,150.32634,1.752106,-1.0,1.353,10.6,1.60934891545303,False,True
1786,25319,149.9064,1.7524111,-1.0,1.027,10.33,1.4197245035618191,False,False
1787,25343,150.32669,1.7526703,-1.0,0.694,9.82,1.217246991685393,True,False
1788,25361,150.12746,1.7521971,-1.0,0.781,10.48,1.0111896876099913,False,False
1789,25381,150.06223,1.7537954,-1.0,1.787,10.66,2.482849296725093,True,False
1790,25387,150.09691,1.7538728,-1.0,1.109,9.95,0.9176105257498672,False,False
1791,25402,150.31123,1.7513672,-1.0,1.007,10.29,1.5799207205926595,True,True
1792,25410,150.2832,1.7539334,-1.0,0.729,9.8,0.0060379549973171,True,True
1793,25431,150.21384,1.7540939,-1.0,1.574,10.69,0.461648568063455,False,False
1794,25456,150.35284,1.7546099,-1.0,1.284,10.09,1.4030346837445862,True,True
1795,25457,150.349,1.7542574,-1.0,0.853,10.47,1.14170055699739,False,False
1796,25471,150.01141,1.7551515,-1.0,1.574,10.25,0.3718064585074159,False,False
1797,25473,150.1667,1.7529924,-1.0,1.261,11.02,1.549689738712317,False,True
1798,25478,150.09679,1.7547704,-1.0,1.047,10.28,1.524110393495136,True,False
1799,25486,149.98676,1.7552062,-1.0,1.4,10.04,1.7239561767787308,True,False
1800,25498,150.15501,1.7550333,-1.0,0.987,10.2,0.7987196851850062,True,True
1801,25511,150.13313,1.7555701,-1.0,1.152,10.15,1.1984921336770442,False,False
1802,25532,150.24664,1.7562009,-1.0,1.815,10.37,1.7958939145451422,True,False
1803,25549,149.90375,1.7510618,-1.0,0.58,10.4,0.984842231405276,False,True
1804,25553,150.0649,1.7560904,-1.0,0.967,10.05,1.1505108329079674,True,True
1805,25580,150.23174,1.7557985,-1.0,1.732,10.15,2.0934181827732585,False,False
1806,25581,150.2822,1.756056,-1.0,1.007,10.26,1.29754166781816,True,True
1807,25582,150.3479,1.7560593,-1.0,1.261,10.48,1.5349394491517616,False,True
1808,25583,149.98526,1.7560723,-1.0,1.449,10.98,1.7309033446116242,False,True
1809,25596,149.98579,1.7565702,-1.0,1.4,10.66,1.3164735836150836,True,True
1810,25607,150.06432,1.7560341,-1.0,0.948,10.44,1.539439950378438,False,True
1811,25614,150.24698,1.7559351,-1.0,0.909,10.81,0.909823369650912,False,False
1812,25617,150.29153,1.7565285,-1.0,1.449,10.5,0.4202858849419179,False,True
1813,25621,149.98459,1.7559355,-1.0,1.449,10.56,1.5499836111596887,False,True
1814,25626,149.99709,1.7566527,-1.0,0.694,10.22,0.6556185835412222,False,False
1815,25632,150.12117,1.7569077,-1.0,1.652,10.67,0.3306166672944383,False,False
1816,25644,150.25955,1.7566664,-1.0,0.872,10.13,1.217589214965095,False,False
1817,25688,150.06755,1.7569127,-1.0,1.815,10.67,0.887561040930009,False,False
1818,25694,150.27711,1.7576967,-1.0,1.217,10.39,1.7297396871528077,True,True
1819,25734,149.91583,1.7568474,-1.0,0.853,10.77,1.7001670060025815,False,False
1820,25739,150.2326,1.7582201,-1.0,1.152,10.17,1.4005034516781498,False,False
1821,25743,150.34641,1.7574112,-1.0,0.661,9.85,0.825555932290357,False,True
1822,25744,150.25929,1.7572609,-1.0,0.967,10.93,1.5649263262685915,False,False
1823,25749,149.98247,1.7583559,-1.0,1.239,10.56,1.7878711950882562,False,True
1824,25796,150.3688,1.7581031,0.5897,0.596,10.12,1.1744087320731222,False,True
1825,25812,150.2774,1.7571487,-1.0,0.504,10.37,0.5542468081661106,False,True
1826,25844,150.2003,1.760006,-1.0,1.13,10.06,1.0867867956266242,False,False
1827,25853,150.14479,1.7593262,-1.0,1.424,10.34,1.2957869402516091,False,True
1828,25855,149.98688,1.7600965,-1.0,1.498,10.63,1.064907027159636,False,False
1829,25883,149.97314,1.7601095,-1.0,1.152,10.39,1.3090763018223317,False,True
1830,25886,150.35646,1.7591023,-1.0,0.781,10.32,1.0737916428080134,False,True
1831,25888,150.22826,1.758775,-1.0,1.239,10.31,1.6810602436318118,False,True
1832,25903,149.99013,1.760821,-1.0,1.152,10.33,0.1041455505540081,False,False
1833,25940,150.23334,1.7601101,-1.0,0.872,10.71,1.62229693523877,False,True
1834,25959,150.20309,1.7612799,-1.0,1.353,10.57,1.3494912216102166,False,False
1835,25961,149.91809,1.7617981,-1.0,1.473,10.48,1.5481928047033122,False,False
1836,25969,149.9511,1.761834,-1.0,0.909,10.04,1.2281179241368452,False,False
1837,25991,150.00829,1.7619661,-1.0,0.612,9.81,0.4673120629805521,False,True
1838,26003,150.09207,1.7622346,-1.0,1.548,10.44,1.8138877549487051,False,False
1839,26020,150.24886,1.7614393,-1.0,0.534,10.43,1.068037359613785,False,True
1840,26023,150.03352,1.761218,-1.0,1.284,10.11,1.0019931738235304,False,True
1841,26031,150.00507,1.7620966,-1.0,1.353,10.86,1.8018288771555424,False,False
1842,26049,150.26254,1.7610314,-1.0,0.534,10.04,0.8593785044256009,False,False
1843,26059,150.24731,1.7612561,-1.0,0.534,10.25,0.7056926965377035,False,True
1844,26096,150.24464,1.7633772,-1.0,0.853,10.52,1.2083338444979506,False,False
1845,26105,150.09009,1.7627834,-1.0,1.284,10.36,1.439932395597575,False,False
1846,26114,150.28654,1.7633429,-1.0,1.027,10.77,0.9390197764486664,False,False
1847,26155,150.12733,1.7617843,0.572,0.565,10.11,0.6609602917760836,False,False
1848,26165,150.01718,1.7641228,-1.0,1.13,10.01,1.3186058640550555,False,False
1849,26168,150.34641,1.7645572,-1.0,0.987,10.01,1.2925661709640126,True,True
1850,26185,150.2317,1.7646041,-1.0,0.835,9.85,0.9736357734174076,False,True
1851,26208,149.91296,1.7646397,-1.0,0.729,9.83,0.2688119037397804,False,True
1852,26213,149.92238,1.7644536,-1.0,1.239,10.7,1.3102471084282823,False,False
1853,26214,150.08954,1.7642748,-1.0,1.732,10.72,1.884642456316836,False,True
1854,26217,150.04099,1.7637128,-1.0,0.928,10.59,1.7554098355138592,False,False
1855,26220,149.91798,1.7655514,-1.0,1.473,10.36,1.799485290158772,True,True
1856,26232,149.92206,1.7648009,-1.0,0.781,10.34,1.0846120208652514,False,True
1857,26263,150.23962,1.7657027,-1.0,0.872,10.23,1.4499409887733377,True,False
1858,26272,150.22462,1.7657554,-1.0,0.948,10.36,1.3036279763838898,False,True
1859,26280,150.22067,1.765805,-1.0,1.13,10.44,1.5020855592260458,False,False
1860,26304,150.17474,1.7666705,-1.0,1.13,10.11,1.2236776161300316,False,False
1861,26316,150.36118,1.7651165,-1.0,0.948,10.8,1.3129808617233796,False,True
1862,26328,150.24454,1.7650057,-1.0,0.628,10.62,1.066325925362038,False,True
1863,26421,150.12405,1.7679256,-1.0,1.007,9.99,1.0173255545617224,False,False
1864,26436,150.12993,1.7664001,-1.0,0.628,10.29,1.0509980791733842,False,False
1865,26491,149.97568,1.7685177,-1.0,1.152,10.57,1.721068301797159,True,False
1866,26493,150.35156,1.7676464,-1.0,1.284,10.62,1.078239253809666,False,False
1867,26496,150.19592,1.7669165,-1.0,1.261,10.86,1.9186750056731197,False,False
1868,26503,150.28075,1.7661816,-1.0,0.645,10.13,0.3382572302462556,False,False
1869,26508,150.23141,1.7686872,-1.0,1.261,10.55,1.1777384504017194,False,False
1870,26524,150.02728,1.7687393,-1.0,0.628,9.8,0.0780941504064107,False,False
1871,26550,150.13918,1.7646043,-1.0,0.504,10.78,1.1737979303704602,False,True
1872,26552,150.15256,1.7692101,-1.0,1.4,10.94,2.1141804791605128,True,True
1873,26557,150.08627,1.7648621,-1.0,0.729,10.84,1.221492482051523,False,True
1874,26629,150.23953,1.7699391,-1.0,1.284,10.18,1.5709163659426546,False,True
1875,26632,150.28453,1.7711025,-1.0,1.284,10.27,1.0957271225559797,False,False
1876,26634,150.05627,1.7703788,-1.0,1.109,10.36,1.3298045221640695,False,True
1877,26640,150.13708,1.7681702,-1.0,1.13,10.38,1.4800500826504368,False,False
1878,26645,150.24332,1.7702383,-1.0,0.928,10.38,1.3520859975015858,False,True
1879,26662,150.05185,1.7706562,-1.0,1.284,10.49,1.3468417696422512,True,True
1880,26663,150.32033,1.7712188,-1.0,1.239,10.23,1.484427972912833,False,True
1881,26668,150.19257,1.7707191,-1.0,1.284,10.45,1.3279103935810497,False,False
1882,26675,150.36794,1.7698056,-1.0,1.958,11.03,2.3204329505169614,True,True
1883,26688,150.12781,1.7717973,-1.0,1.705,10.39,1.3514484229091166,False,False
1884,26692,150.26347,1.7713166,-1.0,0.549,10.07,1.212214247419941,False,True
1885,26703,150.2028,1.7699971,-1.0,0.746,10.27,1.080987046910887,False,True
1886,26708,150.17442,1.7715437,-1.0,1.13,10.12,1.3585629766610556,False,False
1887,26769,150.07397,1.7726423,-1.0,0.746,10.08,1.4513872536625003,True,True
1888,26777,150.13177,1.772651,-1.0,1.548,10.83,0.1351326513767748,False,False
1889,26794,150.34416,1.7728682,-1.0,0.909,10.24,1.358753139761521,False,True
1890,26801,150.33017,1.7722116,-1.0,1.13,10.17,1.1962591105053757,False,True
1891,26807,149.90041,1.7727154,-1.0,1.449,11.05,2.02592818108121,False,False
1892,26819,150.06297,1.7724421,-1.0,0.596,9.99,0.6423655808449733,False,True
1893,26821,150.21698,1.773553,-1.0,0.948,9.88,1.035389709198677,True,False
1894,26823,150.00647,1.7740879,-1.0,1.261,10.65,1.418234981756764,False,True
1895,26848,150.36617,1.7732373,-1.0,0.928,10.09,1.1530217436261383,False,True
1896,26856,150.03564,1.7736825,-1.0,1.13,10.21,1.5451957446273106,False,True
1897,26865,150.24434,1.7714235,-1.0,0.612,10.28,0.8858698609039064,False,True
1898,26866,150.17676,1.7739906,-1.0,1.4,10.74,1.822115751579304,False,True
1899,26882,150.03741,1.7739513,-1.0,0.967,9.86,0.9702073588068546,False,True
1900,26901,150.18066,1.7743959,-1.0,1.574,10.56,1.6418507323199003,False,True
1901,26910,149.95306,1.7743011,-1.0,0.711,10.0,0.766115283221414,False,True
1902,26931,150.22543,1.7718697,0.741,0.746,10.59,0.6776069527204931,False,False
1903,26952,150.04211,1.7753842,-1.0,1.732,10.74,1.760196229455134,True,True
1904,26974,150.29095,1.775532,-1.0,1.239,10.15,1.2561643052796143,True,False
1905,26978,149.91377,1.7752184,-1.0,0.853,10.68,1.2087905865482986,False,False
1906,26980,150.04099,1.7749977,-1.0,0.628,10.17,0.9262395210458624,False,False
1907,26992,149.99329,1.7756358,-1.0,0.948,9.83,0.8702868289925914,True,True
1908,27009,150.17572,1.7753243,-1.0,0.89,9.91,0.7612510743086627,False,True
1909,27034,150.11201,1.7765625,0.8386,0.817,9.8,0.8841153620116688,False,True
1910,27055,150.03841,1.7769965,-1.0,1.871,10.73,2.1095313017336887,False,False
1911,27061,150.19617,1.7763871,-1.0,0.746,9.86,1.0747798823319326,True,False
1912,27145,150.01175,1.7766767,-1.0,1.217,11.16,1.7125907817125274,False,True
1913,27159,150.12721,1.7787291,-1.0,0.967,9.81,1.0216027160282422,False,False
1914,27164,149.95569,1.7783194,-1.0,1.261,10.54,1.8932289670432243,False,True
1915,27173,150.23682,1.7783337,-1.0,1.33,10.25,1.4689820589625704,False,False
1916,27181,149.92433,1.7769958,0.7371,0.729,10.14,1.4721272171798518,False,False
1917,27196,150.18987,1.7785264,-1.0,1.377,10.57,0.2340108175871793,False,False
1918,27205,149.92831,1.7786382,-1.0,1.152,10.23,0.9714614050245868,False,False
1919,27220,149.96651,1.7787682,-1.0,1.449,10.56,1.9405862055141685,False,True
1920,27240,150.14256,1.7792526,-1.0,1.261,10.27,1.380283618094059,True,False
1921,27253,149.91257,1.7792743,-1.0,1.195,10.15,1.2322844020803947,True,True
1922,27266,150.03961,1.779709,-1.0,1.787,10.44,1.7055130574975317,False,False
1923,27302,150.35796,1.7796032,-1.0,0.781,9.8,0.9041202134761996,False,True
1924,27311,150.29601,1.7773418,-1.0,1.13,10.23,1.4921455180442875,False,True
1925,27313,150.35329,1.7802637,-1.0,1.759,9.86,1.9254461759832704,True,False
1926,27314,150.28006,1.7800514,-1.0,0.872,9.96,1.395308916078588,True,True
1927,27359,150.28146,1.7804523,-1.0,1.109,9.84,1.265454635843184,False,False
1928,27375,150.18774,1.7792457,-1.0,0.781,10.24,1.3841024079485165,True,True
1929,27397,149.9435,1.7805222,-1.0,1.705,10.38,2.031436742971614,False,True
1930,27408,150.19795,1.7809643,-1.0,1.239,10.13,1.312790692146442,False,False
1931,27425,149.98111,1.7818191,-1.0,1.152,10.29,1.0092383709684665,True,True
1932,27426,150.16353,1.7806391,-1.0,0.799,10.45,1.5247854493212225,False,False
1933,27440,150.02142,1.7803525,-1.0,1.173,10.98,1.7299095815156005,False,True
1934,27460,150.21284,1.7793566,-1.0,0.729,10.47,0.3645509953539719,False,False
1935,27469,150.18779,1.781821,-1.0,0.799,9.98,1.1176689405624427,False,False
1936,27475,150.14284,1.7815026,-1.0,0.519,10.03,0.4755259150392806,False,True
1937,27493,150.10062,1.7824614,-1.0,1.449,10.89,1.6092741724045876,False,True
1938,27494,150.14825,1.781112,-1.0,1.239,10.99,2.033291034117348,True,True
1939,27497,150.1898,1.7826672,-1.0,1.13,9.8,1.4577002722181076,False,False
1940,27502,150.01965,1.7825183,-1.0,1.33,9.89,0.9617532141867826,False,False
1941,27506,150.27454,1.7830908,-1.0,1.377,10.33,1.5652809778509509,False,False
1942,27511,149.94435,1.7807969,-1.0,1.523,10.51,1.9989477335972836,False,False
1943,27523,150.28271,1.7830199,-1.0,1.787,10.19,1.606714483087596,True,False
1944,27526,150.24413,1.782191,-1.0,1.109,10.7,1.1531133315106092,False,False
1945,27534,149.9631,1.7815744,-1.0,0.729,10.5,1.1006117528337902,False,True
1946,27544,150.26599,1.7827431,-1.0,0.967,10.05,1.3326404103874627,False,False
1947,27580,150.19765,1.7838538,-1.0,1.261,10.29,1.267851981315605,False,True
1948,27648,150.26138,1.7842972,-1.0,0.909,10.14,0.5410797677766288,False,True
1949,27650,150.06325,1.7845209,-1.0,1.307,10.33,1.5777444902942728,False,False
1950,27657,149.95238,1.7848866,-1.0,0.645,9.96,0.1781132523146317,False,False
1951,27685,150.17343,1.7848417,-1.0,0.711,9.89,0.8747136887577791,True,True
1952,27690,149.91045,1.7845507,-1.0,0.928,10.64,1.1777096060831815,False,True
1953,27760,150.18556,1.7857271,-1.0,1.261,10.32,1.580183420591038,False,True
1954,27779,150.19749,1.786158,-1.0,1.217,10.4,1.3934699069951226,False,True
1955,27795,150.32835,1.7869076,-1.0,1.759,10.56,2.3041133723160865,False,False
1956,27797,150.1375,1.7856146,-1.0,0.967,11.12,1.1489726345092048,False,False
1957,27800,150.27913,1.7870485,-1.0,1.261,10.46,1.711689152355348,False,False
1958,27807,150.00731,1.7872626,-1.0,1.548,10.24,2.1108421337192604,False,False
1959,27809,150.22781,1.7868226,-1.0,1.759,10.05,1.9595183769729985,False,False
1960,27832,150.04257,1.787926,-1.0,1.449,10.11,1.611107000988242,False,False
1961,27858,150.00552,1.7878582,-1.0,1.815,10.4,1.960584925374952,True,True
1962,27859,150.31699,1.787093,-1.0,1.239,10.54,1.2700496432671602,False,False
1963,27888,150.12804,1.786456,-1.0,1.599,11.16,2.0607733632617062,False,True
1964,27899,150.07291,1.788186,-1.0,1.152,10.24,1.1852587652965851,False,False
1965,27902,150.19539,1.7881815,-1.0,1.217,9.94,0.8527848686805478,False,False
1966,27919,150.25581,1.7884467,-1.0,1.173,10.51,1.3389940484448857,False,True
1967,27922,150.00185,1.7889405,-1.0,1.152,9.87,0.5301996982030822,False,False
1968,27929,150.20212,1.7886373,-1.0,1.13,10.57,1.0979857299847835,False,False
1969,27941,150.19238,1.7889349,-1.0,1.284,10.04,1.3289908554494287,False,False
1970,27944,150.29938,1.7883077,-1.0,0.799,10.24,1.5133108434738618,False,False
1971,27952,149.98207,1.7894373,-1.0,1.625,10.46,1.8238783392665143,True,True
1972,27957,149.99985,1.7876611,-1.0,1.007,10.52,1.8708017287404388,True,True
1973,27963,150.26053,1.7891949,-1.0,1.047,10.7,0.8464608251293324,False,False
1974,27969,150.01035,1.7891301,-1.0,1.498,10.55,1.498861688992884,False,False
1975,28008,150.33789,1.7898093,-1.0,0.872,9.81,0.7420964023032444,False,False
1976,28009,150.00668,1.7895583,-1.0,1.523,10.9,0.6336704060514438,False,True
1977,28012,150.26489,1.788915,-1.0,0.628,9.99,0.4019172505175746,False,False
1978,28014,150.27087,1.790168,-1.0,1.548,10.36,0.4156409798961543,False,True
1979,28019,150.1913,1.7898769,-1.0,0.799,10.34,1.5068296172345574,True,True
1980,28026,150.02454,1.7893572,-1.0,1.088,10.32,1.3893964652184747,True,True
1981,28030,150.07471,1.79044,-1.0,0.89,9.89,0.811976944336954,False,False
1982,28037,150.3019,1.7906388,-1.0,1.217,10.19,1.3317106596638826,True,False
1983,28062,149.91527,1.7896504,-1.0,0.781,10.83,1.448010273039476,False,False
1984,28094,150.35638,1.7901052,-1.0,0.948,10.82,1.4561078093069328,False,True
1985,28095,150.07373,1.7903048,-1.0,1.152,10.4,1.4365919567947696,False,True
1986,28099,150.14352,1.7890544,-1.0,0.781,10.32,1.079543007402906,True,True
1987,28130,150.14432,1.7888029,0.7312,0.729,10.64,1.3788337937400694,False,True
1988,28138,150.15408,1.7913438,-1.0,1.473,10.47,1.4413494473341093,False,True
1989,28160,150.22269,1.792259,-1.0,0.746,9.87,0.6621909908590073,True,False
1990,28161,150.08203,1.7913299,-1.0,0.746,10.37,0.1637575239819558,False,False
1991,28174,150.26134,1.7913609,-1.0,0.89,10.66,1.1598979010340966,False,False
1992,28175,149.96255,1.7904259,-1.0,0.909,10.98,1.0706288440514278,False,False
1993,28183,150.36903,1.7920246,-1.0,1.239,10.94,1.1621161410623684,False,False
1994,28199,150.20982,1.7896371,-1.0,0.948,10.66,1.5415542837763447,True,True
1995,28202,150.23589,1.7913524,-1.0,0.872,10.78,1.1220519626332497,False,False
1996,28204,150.26089,1.7928503,-1.0,1.152,10.1,1.596926814342971,True,True
1997,28210,150.02132,1.7913805,-1.0,1.173,10.43,2.1268194963568203,False,False
1998,28228,149.98544,1.7914971,-1.0,1.498,10.97,1.6458838303420196,True,True
1999,28236,150.21545,1.7916347,0.7372,0.729,10.35,1.0414716406137472,False,False
2000,28237,150.16394,1.7923706,-1.0,1.449,10.35,1.4506493371971347,False,False
2001,28261,150.15358,1.7925063,-1.0,1.261,10.98,1.6042800664521042,False,False
2002,28266,150.17265,1.7925607,-1.0,0.534,9.92,0.4312028845565166,False,True
2003,28281,150.24577,1.7936093,-1.0,0.89,10.3,0.5055569386638217,False,True
2004,28292,149.92906,1.7935233,-1.0,1.732,10.45,2.093271056925008,False,False
2005,28298,150.01834,1.7941569,-1.0,1.152,9.96,1.253991862812171,False,True
2006,28304,150.1519,1.7938937,-1.0,1.173,10.12,1.2654310668267126,False,False
2007,28308,150.28508,1.7939723,-1.0,1.068,10.38,1.4489071925987769,False,True
2008,28325,150.24113,1.794336,-1.0,0.853,10.01,0.3809344633307019,True,True
2009,28341,150.19508,1.7937424,-1.0,1.789,10.49,2.571757730847238,True,False
2010,28353,150.22086,1.7946652,-1.0,1.523,10.63,1.6876716217996088,False,True
2011,28395,150.04591,1.7948072,-1.0,1.152,10.6,1.5784443639916346,False,False
2012,28422,150.31065,1.7945728,-1.0,1.284,10.67,1.5463698983593055,False,True
2013,28438,150.20969,1.7951597,-1.0,1.284,10.61,1.8037438192353168,False,False
2014,28481,149.91524,1.796494,-1.0,0.872,10.13,1.0940866270831928,True,True
2015,28496,150.32486,1.796985,-1.0,1.33,10.11,1.2960725663598351,False,False
2016,28505,149.96423,1.7956018,-1.0,1.4,10.78,1.746494081342589,True,True
2017,28512,150.24203,1.7938385,-1.0,0.612,10.69,1.1590857137143455,False,False
2018,28517,149.95233,1.7970062,-1.0,0.928,10.04,0.9915804571743398,True,False
2019,28536,150.24879,1.7971292,-1.0,1.027,10.65,1.2217531943188695,False,False
2020,28546,150.05299,1.7966738,-1.0,1.239,10.49,1.4962098380958846,False,True
2021,28579,150.14075,1.7976367,-1.0,1.33,10.21,1.462278175996719,False,False
2022,28580,150.33627,1.7969979,-1.0,1.007,9.99,0.9413623357117612,True,True
2023,28583,150.30064,1.7974404,-1.0,0.628,9.85,0.5967070296814463,False,True
2024,28585,150.32201,1.7956177,-1.0,0.872,10.32,1.3631981690157642,False,True
2025,28615,150.02383,1.7975757,-1.0,1.523,10.67,1.7678160855107057,False,True
2026,28616,150.03931,1.7969999,-1.0,0.678,10.38,1.0821388313934477,False,True
2027,28621,150.1339,1.7979649,-1.0,1.284,10.57,1.3832946183637111,False,False
2028,28639,150.30827,1.7979695,0.8106,0.799,9.98,1.1120349511734298,False,False
2029,28646,150.04633,1.7975466,-1.0,1.152,10.93,0.3340514403468918,False,False
2030,28683,150.12617,1.7984345,-1.0,1.239,10.43,1.7609122963641053,True,True
2031,28706,149.99605,1.799021,-1.0,0.628,10.34,1.211280767964129,False,False
2032,28725,150.20049,1.7994899,-1.0,0.928,10.7,0.8744818176994664,True,True
2033,28727,150.21384,1.7994485,-1.0,1.284,10.4,1.3446280256941043,False,False
2034,28732,150.26427,1.8002713,-1.0,1.705,10.57,2.131105162093732,True,False
2035,28747,150.03735,1.7990198,-1.0,0.746,10.48,1.0953437318725254,False,True
2036,28791,149.97098,1.7991987,-1.0,1.473,10.12,1.721744683152013,False,False
2037,28792,150.00929,1.7995549,0.7117,0.628,10.55,1.416790238241989,False,False
2038,28820,149.91565,1.8016689,-1.0,1.523,10.3,0.8018151685814371,False,True
2039,28823,150.1011,1.8013397,-1.0,1.449,10.75,1.1340814374625117,False,False
2040,28873,150.25873,1.80279,-1.0,0.799,10.23,0.7974752875373343,False,True
2041,28876,150.32443,1.8021418,-1.0,1.217,10.11,1.27957569612672,True,True
2042,28908,149.98798,1.8026842,-1.0,0.565,10.14,0.5085297189712865,True,True
2043,28945,149.95947,1.8014696,-1.0,0.678,10.66,0.3402457615679317,False,False
2044,28948,150.16879,1.8012267,-1.0,0.729,10.39,0.9494875899465036,False,False
2045,28956,149.91338,1.8037932,-1.0,1.307,10.3,1.5725114762201824,False,False
2046,28959,150.34546,1.8034406,-1.0,1.195,10.77,1.730095580067584,False,False
2047,28966,149.95502,1.8034198,-1.0,0.799,10.21,0.6282867310895144,False,True
2048,28984,150.14075,1.803659,-1.0,1.498,10.36,1.812886630006218,False,False
2049,29014,150.24879,1.8036579,-1.0,0.628,9.99,0.7622282842864744,False,True
2050,29034,150.24648,1.8043714,-1.0,1.152,10.43,1.4965006742156226,False,False
2051,29043,150.166,1.804166,-1.0,0.504,9.94,0.5764565324056201,False,False
2052,29054,150.30975,1.8043302,-1.0,1.261,10.73,1.5665906762555013,False,False
2053,29056,150.0099,1.8042569,-1.0,0.628,10.7,0.6941662959331982,False,False
2054,29111,150.15414,1.8042481,-1.0,1.152,10.96,1.8978524261612344,False,False
2055,29118,150.33009,1.8051245,-1.0,1.498,10.9,1.98344585734134,False,True
2056,29119,149.90309,1.8053987,-1.0,1.173,10.39,1.452599017885537,False,True
2057,29148,150.2654,1.8066206,-1.0,0.928,10.0,1.1004739362576543,True,True
2058,29157,150.16537,1.8060014,-1.0,0.928,10.62,1.6875735476816829,False,False
2059,29165,150.22403,1.8050838,-1.0,1.4,10.52,1.4171394097273255,False,True
2060,29169,150.31854,1.8058301,-1.0,0.872,10.12,1.2355536958527555,False,True
2061,29183,150.08154,1.8057346,-1.0,0.835,10.17,0.8925398046586355,False,True
2062,29185,150.19916,1.8061587,-1.0,0.534,9.82,-0.2700257143004443,False,True
2063,29192,150.25192,1.8063062,1.1662,1.109,10.08,1.500757754471037,True,False
2064,29212,150.00247,1.8060114,-1.0,0.694,9.93,0.9775864380038513,True,True
2065,29219,150.33339,1.806499,-1.0,1.498,10.74,2.0706140794121533,False,True
2066,29220,150.035,1.8067183,-1.0,0.928,10.07,0.7417816961431667,False,False
2067,29222,150.00398,1.8072128,-1.0,1.284,9.8,0.8296253533580493,False,False
2068,29229,149.94092,1.8062305,-1.0,0.853,10.5,1.1823290406167055,False,False
2069,29231,150.13335,1.8062942,-1.0,1.625,10.57,0.7195798577137233,True,True
2070,29234,150.36401,1.8069596,-1.0,0.987,10.06,1.046260980192122,False,True
2071,29244,150.17561,1.8063118,-1.0,0.661,10.29,0.9424049408561068,False,True
2072,29275,150.22208,1.8070365,-1.0,1.284,10.45,1.860475760901928,True,True
