,id,ra,dec,z_spec,z_phot,log_mass,log_sfr,is_mass_clumpy,is_UV_clumpy
8654,118628,150.21234,2.1866412,-1.0,1.759,10.99,1.6677610525643465,False,True
8655,118630,150.01889,2.1874328,-1.0,0.928,9.84,0.9864582127373064,False,True
8656,118682,149.90154,2.1865935,-1.0,0.987,10.97,1.3609907985789214,False,False
8657,118703,150.19475,2.1881187,-1.0,0.678,9.95,0.5958267770732232,False,False
8658,118745,150.06117,2.1883893,-1.0,0.948,10.07,1.09795107099415,False,True
8659,118771,149.93962,2.1895165,-1.0,1.424,10.08,1.4033264618175825,False,True
8660,118774,150.02695,2.1881392,-1.0,0.872,10.73,0.7763379096201752,False,False
8661,118778,150.11928,2.1879067,-1.0,0.872,10.53,1.3338098748552258,False,True
8662,118787,150.34933,2.1892936,-1.0,1.068,10.18,1.201533673443382,False,False
8663,118789,150.06137,2.1893024,-1.0,0.928,9.92,1.063971006964762,False,False
8664,118804,150.01274,2.189244,-1.0,0.948,9.94,1.0974655544741556,False,True
8665,118818,150.15173,2.1886752,-1.0,0.928,10.56,1.7032053706954864,False,True
8666,118825,150.21387,2.1882923,0.8018,0.763,10.83,1.8467390505961656,False,False
8667,118828,150.34525,2.1884372,0.8375,0.835,10.66,1.2846562827885155,False,True
8668,118832,149.92537,2.1897752,-1.0,1.523,10.54,2.1151176989665674,True,False
8669,118835,150.33449,2.1897793,-1.0,1.068,10.17,1.1133081499183868,True,True
8670,118837,150.09566,2.1899536,-1.0,0.763,9.87,0.1687920203141818,True,False
8671,118856,150.20146,2.1903515,-1.0,0.928,9.94,0.5096057046115561,False,False
8672,118863,150.28671,2.190589,-1.0,1.625,10.85,1.887797281474617,False,True
8673,118866,150.06274,2.1883557,-1.0,0.948,9.8,0.96208508051736,True,True
8674,118873,150.14674,2.1874168,-1.0,0.763,10.17,0.7456212213069384,False,False
8675,118876,149.9257,2.1908059,-1.0,0.835,9.9,0.7490402687034572,False,True
8676,118878,150.2762,2.190284,0.6046,0.628,10.02,0.7288405683399714,False,True
8677,118884,150.01283,2.1908722,-1.0,1.307,10.33,1.1619367052457803,False,False
8678,118892,149.9902,2.1906414,-1.0,1.307,10.39,1.4495555316770277,False,True
8679,118897,150.01891,2.1903446,-1.0,0.948,10.29,0.9179778825929082,False,True
8680,118902,150.15822,2.1901271,-1.0,0.928,10.51,1.5703444266108302,False,False
8681,118911,149.98665,2.1892972,-1.0,1.473,10.95,1.9069596316608275,False,False
8682,118914,150.03928,2.1910334,-1.0,0.948,10.37,0.8467699535372188,False,False
8683,118924,150.14964,2.1910529,-1.0,1.787,9.8,1.4517710891583846,True,False
8684,118931,150.32448,2.1911435,-1.0,0.967,9.9,1.0613393668370674,False,True
8685,118942,150.18919,2.1909182,-1.0,1.13,10.22,1.424603991276581,True,False
8686,118945,150.15086,2.1913328,-1.0,1.261,9.89,1.266443381296274,False,True
8687,118967,150.09081,2.1914144,-1.0,0.694,9.97,0.4562141553579888,False,False
8688,118970,150.15903,2.1912842,-1.0,0.928,10.44,1.6036747326809415,False,True
8689,118972,150.21158,2.1910613,-1.0,0.872,10.7,1.3007476124662594,False,False
8690,119002,150.15952,2.1914907,-1.0,0.928,10.39,1.6676023618471008,True,True
8691,119005,150.10117,2.1906288,-1.0,0.948,10.85,1.1728071883690874,False,False
8692,119016,150.14256,2.1927457,-1.0,0.987,9.81,0.3197304943302245,False,True
8693,119021,149.90884,2.1928089,-1.0,1.261,10.07,1.4154908521714686,True,True
8694,119027,150.17261,2.1919644,-1.0,0.872,10.64,0.5066403055665025,False,False
8695,119055,150.082,2.1900275,-1.0,0.678,10.82,0.9634100156802288,False,True
8696,119056,150.31023,2.1917853,-1.0,0.853,10.49,1.2469661065587434,False,True
8697,119083,150.09132,2.1919971,-1.0,0.694,10.34,0.5584685625237948,False,True
8698,119100,150.05923,2.1909964,-1.0,1.239,9.83,1.0149403497929366,False,False
8699,119111,150.10555,2.1934943,-1.0,1.599,10.71,1.0617162931598974,False,False
8700,119146,149.90837,2.1926649,-1.0,1.007,10.13,1.1879717016473963,True,True
8701,119147,150.2981,2.1941204,-1.0,0.872,10.02,1.131779009369187,False,False
8702,119163,150.15961,2.1932285,-1.0,0.661,10.1,0.7429606702141525,False,True
8703,119190,150.13033,2.1942868,0.6666,0.661,10.03,0.4974825373673703,False,False
8704,119191,149.96835,2.192713,0.6876,0.711,10.46,1.286456469746983,False,False
8705,119200,149.92203,2.1923077,-1.0,1.217,10.47,1.63823959067475,False,False
8706,119228,149.92009,2.194052,-1.0,1.007,10.58,1.2424668862353403,True,False
8707,119239,149.91486,2.1948249,-1.0,0.781,10.08,0.7157527168228595,False,True
8708,119249,150.15025,2.1949975,-1.0,1.871,10.77,2.1724920085086947,False,True
8709,119259,150.07838,2.1947379,-1.0,0.948,10.51,1.6783180292996849,False,True
8710,119276,150.0338,2.1950655,-1.0,0.853,10.31,0.9740970037941312,False,False
8711,119287,150.36198,2.1958554,-1.0,1.195,10.01,0.8840019247687871,False,False
8712,119313,149.98703,2.1937406,-1.0,0.628,10.8,0.8716896656855153,False,True
8713,119367,150.31187,2.1960876,-1.0,1.109,10.38,1.8257635548504976,False,True
8714,119383,150.14301,2.1961565,-1.0,0.948,10.16,1.1209028176145273,False,True
8715,119403,150.17538,2.1971295,-1.0,1.13,10.17,0.1389339402569236,False,False
8716,119407,150.29106,2.196362,-1.0,1.9,10.84,1.7432117709948425,True,True
8717,119416,150.14934,2.196548,-1.0,0.909,9.99,1.0699269687524724,True,True
8718,119419,150.36162,2.1960864,-1.0,1.284,10.88,0.9282934122322022,False,False
8719,119426,150.22018,2.1957514,-1.0,0.799,10.88,1.323911808996012,False,False
8720,119436,150.369,2.1970086,-1.0,0.89,9.93,1.0190747291778988,False,False
8721,119441,150.12886,2.193223,0.8783,0.872,11.09,1.2560438987020313,False,False
8722,119453,150.13747,2.197078,-1.0,0.835,10.29,0.9287542021766532,False,False
8723,119467,150.36945,2.1976638,-1.0,1.13,10.03,1.260524535842226,True,True
8724,119469,150.11685,2.1967099,-1.0,1.027,10.62,0.6232492903979004,False,True
8725,119495,149.92583,2.1970375,-1.0,0.928,10.39,1.4527980985591598,False,False
8726,119506,150.25824,2.1961541,-1.0,1.173,9.83,1.033101936663848,False,False
8727,119524,150.21805,2.1984329,-1.0,0.928,10.25,1.0591467194261983,False,False
8728,119529,149.99667,2.1969903,-1.0,0.872,10.51,0.8802417758954804,False,True
8729,119541,150.04068,2.198355,-1.0,1.929,11.06,2.009565615978314,False,False
8730,119552,150.09093,2.19874,-1.0,0.948,10.34,0.0652061280543118,False,True
8731,119570,149.91629,2.197772,-1.0,0.678,9.85,1.0691498898487786,False,True
8732,119585,150.14104,2.1984389,-1.0,1.261,10.16,1.327951214568193,True,False
8733,119597,150.05321,2.1980896,-1.0,1.284,10.95,2.0374743075454904,False,False
8734,119599,150.02992,2.1980138,-1.0,0.835,10.72,1.1179338350396415,False,True
8735,119614,150.15053,2.1990514,-1.0,0.948,10.01,0.9085386321719594,False,True
8736,119625,150.23596,2.1972809,-1.0,0.519,10.17,-0.1366771398795441,False,False
8737,119627,150.14821,2.1975083,-1.0,0.948,11.01,1.557507201905658,False,False
8738,119634,150.2149,2.1983688,0.8379,0.817,10.23,1.5210203373118725,False,True
8739,119637,150.3318,2.1989582,-1.0,1.498,10.71,2.134562763256611,True,False
8740,119640,150.1599,2.1988194,-1.0,1.152,10.43,1.4942381041584758,False,True
8741,119643,149.9982,2.199785,-1.0,0.835,10.02,0.7553411838115476,False,False
8742,119669,150.22411,2.1998613,-1.0,0.967,10.0,1.10383791602561,False,True
8743,119683,150.11456,2.1995168,-1.0,0.909,10.24,0.4284587735155801,False,False
8744,119693,149.90508,2.1999266,-1.0,1.217,10.55,1.0638585488530716,False,True
8745,119702,150.02219,2.1998663,-1.0,0.967,10.24,1.419840141416905,True,True
8746,119704,150.22449,2.1986997,-1.0,0.928,10.22,1.0714032835314686,False,False
8747,119719,150.13573,2.1994166,0.9271,0.928,10.46,1.4035323048494337,False,False
8748,119731,150.26292,2.200314,-1.0,0.678,9.99,-0.3957739469155299,False,False
8749,119753,150.14308,2.2003083,-1.0,1.988,11.28,1.926188049107206,True,True
8750,119758,150.05751,2.2008932,-1.0,0.781,9.93,0.9752479412406811,False,False
8751,119768,150.22482,2.1994536,0.6417,0.628,10.66,1.1138097026729452,False,False
8752,119778,150.05377,2.1999664,-1.0,0.781,10.65,1.2216228577487898,False,False
8753,119788,150.20987,2.2004464,-1.0,0.872,9.82,1.011401259924744,True,True
8754,119793,149.98587,2.20064,-1.0,0.628,10.27,0.7939300067726847,False,False
8755,119809,150.10185,2.2009358,-1.0,0.628,10.18,0.7896512087934096,False,False
8756,119822,150.01978,2.2006946,0.828,0.799,10.31,1.180813775754397,False,True
8757,119845,150.28714,2.2021706,-1.0,1.261,9.85,1.361614527024846,False,True
8758,119858,150.11607,2.2015762,-1.0,1.13,10.0,1.0059951230546913,True,True
8759,119867,150.21948,2.2017865,-1.0,1.843,10.76,1.83493544760574,False,False
8760,119883,150.28645,2.2023778,-1.0,0.928,10.31,0.9215824403934164,False,False
8761,119905,150.17374,2.2021072,-1.0,1.473,10.13,1.940267391446012,True,True
8762,119927,150.03043,2.2028546,-1.0,0.987,9.91,0.8952567531448946,False,True
8763,119934,150.34361,2.2027781,-1.0,1.047,10.13,1.106598813212537,False,False
8764,119943,149.9902,2.2021317,-1.0,0.928,10.1,1.3486163527383317,False,False
8765,119948,149.95168,2.2025297,-1.0,1.574,10.14,1.8652579944827363,True,True
8766,119965,150.06046,2.2014835,-1.0,0.799,10.48,1.070960915800934,False,False
8767,119976,150.29614,2.2029133,-1.0,1.027,9.88,1.148077976762506,True,True
8768,120010,150.34206,2.2026618,-1.0,1.625,10.77,1.4105241725861883,True,True
8769,120018,150.10265,2.2037001,-1.0,0.909,10.11,0.5384480517102173,False,False
8770,120024,150.17993,2.2036469,-1.0,1.152,10.06,1.2430132311496778,False,False
8771,120025,150.15508,2.2021489,-1.0,0.928,9.92,1.1682027468426308,True,False
8772,120045,149.92989,2.2034492,-1.0,1.284,10.24,1.4377822619906442,False,False
8773,120062,149.91171,2.2035956,-1.0,1.307,10.46,1.1670513587378806,False,False
8774,120079,150.34738,2.202889,-1.0,1.13,10.64,1.6533958438562977,False,True
8775,120108,149.96202,2.2019575,-1.0,0.853,10.54,1.175453826250483,True,True
8776,120143,150.01187,2.2046416,-1.0,1.13,10.52,1.1389023999335937,False,True
8777,120180,150.09225,2.2044113,-1.0,0.835,10.45,1.335377654110829,False,True
8778,120196,150.08858,2.2051148,-1.0,0.661,9.94,0.092018470752797,False,True
8779,120218,150.15547,2.2054565,-1.0,0.781,10.26,1.319584873110106,False,False
8780,120251,150.1115,2.2065299,-1.0,1.473,10.17,1.4817864879675395,False,False
8781,120263,150.10742,2.2063458,-1.0,1.217,10.53,1.63949645003697,False,False
8782,120265,150.11588,2.2064729,-1.0,0.694,9.87,0.6293076400737488,False,True
8783,120266,150.10925,2.205759,-1.0,0.909,10.32,0.9513860948802928,False,False
8784,120267,150.16275,2.2060335,-1.0,0.678,10.16,0.885361220031512,False,False
8785,120322,149.90694,2.2072177,-1.0,1.239,10.45,1.6410177624673288,False,True
8786,120323,149.91081,2.2063079,-1.0,1.195,10.83,1.1630718820038193,False,False
8787,120331,149.97287,2.2067697,-1.0,0.928,9.82,0.8697009736738779,False,True
8788,120335,150.09258,2.2064364,-1.0,1.027,10.39,1.5733010394344609,True,True
8789,120355,149.96675,2.2073152,-1.0,0.948,9.98,0.8387231900313719,False,False
8790,120368,150.07967,2.2073443,-1.0,0.872,10.45,1.2707952533768478,False,False
8791,120371,150.14195,2.2071774,0.6773,0.694,9.95,0.88320703335239,False,False
8792,120373,150.02319,2.2065029,0.9402,0.948,10.83,1.287286539262812,False,False
8793,120401,150.15738,2.2075121,-1.0,0.661,10.2,0.948706308904852,True,True
8794,120409,150.0679,2.2081769,-1.0,0.948,9.94,0.9390197764486664,False,False
8795,120421,150.10928,2.2073531,-1.0,1.261,10.84,2.0894246502448928,False,False
8796,120425,150.17665,2.2084565,-1.0,1.958,10.38,2.174513354735525,True,False
8797,120429,150.18953,2.2082076,-1.0,0.928,10.42,1.2712373544708355,True,False
8798,120433,149.90372,2.2081611,-1.0,0.781,9.93,0.6202401898458314,True,True
8799,120438,150.15178,2.2088742,-1.0,1.678,10.6,0.450249108319361,False,False
8800,120447,150.11024,2.2084734,-1.0,1.195,10.07,1.5153306360337269,False,True
8801,120461,150.00748,2.2089829,-1.0,1.871,10.56,1.9268207304017635,False,True
8802,120472,150.07666,2.2059805,-1.0,1.13,10.85,1.5876885202796676,False,False
8803,120487,150.12132,2.2087653,-1.0,0.835,10.04,1.056752440567439,False,True
8804,120500,150.31076,2.2094026,-1.0,0.987,10.22,1.2371917365751388,False,False
8805,120510,150.03857,2.209022,-1.0,0.909,10.08,1.0207340854115157,False,False
8806,120517,150.18661,2.2085881,-1.0,0.89,10.47,1.518461294931838,False,False
8807,120519,150.23154,2.2090039,-1.0,1.424,10.48,1.352529814796726,False,False
8808,120554,150.28149,2.209594,-1.0,1.498,10.7,0.6310376965367404,False,False
8809,120572,149.99974,2.208549,-1.0,0.948,10.43,1.4910253356282996,False,True
8810,120584,150.26945,2.2072079,-1.0,0.872,10.81,1.85169853686838,False,False
8811,120614,150.18898,2.2103429,-1.0,0.763,10.19,0.8556402808901452,False,False
8812,120616,150.35245,2.2101367,-1.0,1.13,10.97,1.4368302789660925,False,False
8813,120624,150.26901,2.2111804,-1.0,1.759,10.42,1.7476836424169884,False,False
8814,120647,150.12102,2.2082932,-1.0,0.948,9.96,1.17949434100545,True,True
8815,120656,150.06372,2.2111764,-1.0,1.759,10.75,2.495745481693576,False,True
8816,120661,150.24001,2.2068772,-1.0,0.746,10.84,1.1116656959395186,True,True
8817,120703,150.00221,2.2117915,-1.0,1.33,9.97,0.9548693710664784,True,False
8818,120707,149.92513,2.2114747,-1.0,0.835,10.21,0.9566005882131766,False,True
8819,120713,150.06444,2.2117093,-1.0,0.987,10.04,1.296599383081785,True,True
8820,120715,150.25703,2.2118261,-1.0,1.759,10.06,2.9922406070723206,False,False
8821,120720,150.12738,2.2116003,-1.0,0.967,10.02,1.0895165442248207,False,False
8822,120730,150.03595,2.2118306,-1.0,0.948,10.39,0.7091002815511667,False,False
8823,120733,150.10059,2.212028,-1.0,0.853,10.08,0.9315087218666176,False,True
8824,120739,150.06453,2.2121382,-1.0,1.843,10.93,2.459617116732799,False,False
8825,120797,150.01064,2.2126629,-1.0,0.628,10.14,0.320146286111054,False,True
8826,120826,150.12782,2.2132664,-1.0,0.948,10.01,1.0553018643474403,False,True
8827,120833,150.18962,2.2114387,-1.0,0.661,10.38,1.0965624383741357,False,False
8828,120861,149.99004,2.2132175,0.6308,0.628,9.81,0.2119210843085094,False,True
8829,120875,149.95293,2.2126782,-1.0,0.781,10.75,0.4510184521554573,True,True
8830,120884,150.25671,2.2129793,-1.0,0.519,10.02,0.7246035153967167,False,False
8831,120892,149.90607,2.2112231,-1.0,1.307,10.68,1.730087494830229,False,False
8832,120899,150.05634,2.213939,-1.0,1.284,10.16,1.6128050412997208,False,False
8833,120900,150.30981,2.2131474,-1.0,0.987,9.9,1.044735697450507,False,True
8834,120906,149.96437,2.2128437,-1.0,1.007,10.7,1.6117126894305396,False,False
8835,120921,150.30223,2.2132857,-1.0,1.449,10.39,1.8515212925219,False,True
8836,120927,150.106,2.2131324,-1.0,0.948,10.45,1.1912833008185155,False,False
8837,120944,150.31888,2.2133262,-1.0,1.217,10.74,1.4310419453358856,False,True
8838,120967,150.10844,2.21433,-1.0,0.987,10.13,1.4301557119700192,True,True
8839,120968,149.96039,2.2141652,0.8499,0.835,10.23,1.2638963306046105,False,True
8840,120973,150.30086,2.2150903,-1.0,1.498,10.54,2.0647499166897885,False,True
8841,120979,150.13091,2.2151389,-1.0,0.928,10.07,1.1930689160052728,False,False
8842,120984,150.26859,2.2146814,-1.0,1.047,10.25,0.7125655278733083,False,False
8843,120989,150.30318,2.214679,-1.0,1.787,10.58,2.07975630534344,False,True
8844,120999,150.35837,2.2148526,-1.0,1.261,10.45,1.8572299425710677,True,False
8845,121020,150.30135,2.2148402,-1.0,1.498,10.77,1.76443767680167,True,True
8846,121029,150.09499,2.2135835,0.7258,0.729,10.59,1.1631613749770184,True,True
8847,121065,149.9326,2.2155094,-1.0,0.909,10.19,1.0151081606458372,False,False
8848,121068,150.16374,2.2128136,-1.0,0.835,10.14,1.6143065113130337,False,True
8849,121085,150.22604,2.2155836,-1.0,0.928,9.89,0.3827372657613304,False,True
8850,121096,150.28571,2.2158892,-1.0,1.047,10.06,0.9692294798626432,True,True
8851,121126,150.17604,2.2155793,-1.0,0.694,10.41,0.7690078709437739,False,False
8852,121127,150.01933,2.2163553,-1.0,1.152,10.48,1.6445862835627505,False,False
8853,121133,150.18121,2.2158422,-1.0,0.694,10.01,0.9736819185039836,False,True
8854,121141,149.94676,2.2162015,-1.0,0.799,10.44,1.3085644135612389,False,False
8855,121150,150.17387,2.2158453,-1.0,0.678,10.43,0.8557613723399478,False,True
8856,121153,150.27425,2.2164736,-1.0,0.612,9.8,0.3436055081041718,False,True
8857,121154,150.17915,2.2159288,-1.0,0.799,10.12,1.1072778228597715,False,False
8858,121155,150.28917,2.2154541,-1.0,0.89,10.54,1.5556022398513345,False,False
8859,121179,150.23547,2.2158463,-1.0,1.377,10.85,1.5494446930127033,False,True
8860,121180,150.09631,2.2171512,-1.0,1.13,10.04,0.9242275812601176,False,True
8861,121189,150.27539,2.2166882,-1.0,1.13,10.3,1.6555801911718633,False,True
8862,121192,150.32999,2.216543,-1.0,0.928,10.2,1.279735367410502,False,False
8863,121195,150.26961,2.2172358,-1.0,1.732,10.71,1.6894420578616385,False,False
8864,121229,150.31052,2.2174079,-1.0,1.377,10.62,1.3657499801048885,False,False
8865,121249,150.36047,2.2178392,-1.0,0.534,9.82,-0.3645162531850879,False,True
8866,121251,150.07068,2.216089,-1.0,1.732,10.45,1.1129734593331544,False,True
8867,121260,150.33507,2.2175529,-1.0,0.596,9.81,0.0,False,True
8868,121262,150.04512,2.2184005,-1.0,1.007,9.93,0.8468317528232574,True,True
8869,121267,150.35951,2.216918,-1.0,0.763,10.49,1.2621187154318774,True,True
8870,121271,150.0995,2.2183094,-1.0,0.928,10.1,0.99638031323341,True,False
8871,121278,150.30486,2.2179394,-1.0,1.787,10.45,2.284832129683751,True,False
8872,121280,149.91321,2.217813,-1.0,1.13,10.28,1.4483197649334951,False,True
8873,121293,150.0255,2.217361,-1.0,1.068,10.81,1.765072201102792,False,False
8874,121303,150.06187,2.2182801,-1.0,1.239,10.56,1.6157607295087646,False,False
8875,121331,149.95921,2.2183013,-1.0,1.152,10.49,1.1692628640864462,False,True
8876,121337,150.03677,2.2178659,-1.0,1.929,11.29,2.397801012197206,True,True
8877,121358,150.17503,2.2170861,-1.0,0.678,10.42,1.3097791644804797,False,True
8878,121371,150.01865,2.2185473,-1.0,1.548,11.19,2.155812588732376,False,True
8879,121372,150.132,2.2184286,-1.0,0.928,10.35,1.4791576569791918,False,False
8880,121376,150.25026,2.2145739,-1.0,0.519,11.0,1.5877782922776933,False,False
8881,121390,150.2005,2.2183106,0.8798,0.909,10.66,1.3019410577952044,False,False
8882,121398,150.19962,2.2192843,-1.0,0.872,10.0,1.00264114900004,False,False
8883,121409,150.03253,2.2195067,-1.0,1.652,10.29,1.7596300783100334,False,True
8884,121410,149.99425,2.2195544,0.8474,0.835,9.96,0.7813963051967907,False,False
8885,121415,150.1181,2.2192347,-1.0,1.678,10.87,1.712388709869141,False,False
8886,121421,149.96092,2.2183204,0.7344,0.729,10.82,1.5704612101120994,False,False
8887,121428,150.1523,2.2193127,0.927,0.928,10.29,1.5612922403789584,False,False
8888,121441,150.00653,2.2184448,-1.0,1.449,10.95,1.511589277474705,False,True
8889,121447,149.96442,2.2201588,-1.0,0.928,9.83,1.0332226466702497,False,True
8890,121455,150.33064,2.2193952,-1.0,1.239,10.47,1.4472355770047596,False,False
8891,121456,150.20451,2.2199855,0.8796,0.89,9.87,0.6722826247889205,False,True
8892,121457,149.97609,2.2197187,-1.0,0.678,10.02,1.1887879126374694,True,False
8893,121475,149.93817,2.2204976,-1.0,1.843,10.45,1.48572142648158,True,False
8894,121484,150.07211,2.2201464,-1.0,1.13,9.86,1.2150556473603098,False,False
8895,121488,150.33684,2.2202194,-1.0,1.377,10.02,0.9367649976099414,True,False
8896,121498,150.10556,2.2201138,0.661,0.645,9.89,0.7236198355154634,False,False
8897,121524,150.03711,2.2209589,-1.0,1.759,10.61,2.228515847197743,False,False
8898,121546,150.05914,2.2199402,-1.0,1.13,11.08,1.8752812502039105,True,True
8899,121565,150.17622,2.2206659,-1.0,1.068,10.22,1.0710715499836498,False,False
8900,121573,150.35762,2.2209384,-1.0,1.13,10.56,1.1223797320691122,False,True
8901,121575,149.97746,2.2215321,-1.0,1.449,10.88,0.3510228525841238,False,False
8902,121580,150.30119,2.22155,-1.0,1.13,10.07,0.8927066378056656,False,False
8903,121595,150.31509,2.2186227,-1.0,0.661,10.83,0.869349080759093,False,False
8904,121628,149.985,2.2214942,-1.0,1.523,10.49,1.2825994573845962,False,True
8905,121631,150.17073,2.2191956,-1.0,0.948,11.22,1.3618033589256875,False,False
8906,121634,149.93951,2.2219126,-1.0,0.799,10.31,0.9829492885744988,False,False
8907,121646,150.1857,2.2223492,-1.0,1.13,9.99,1.1311051620937314,False,False
8908,121654,149.95576,2.2218411,-1.0,0.967,10.0,0.7778616241762419,False,True
8909,121659,150.03343,2.2219992,-1.0,0.799,10.33,0.93936947007466,False,False
8910,121686,150.28502,2.2224908,-1.0,1.705,10.48,1.965112292092324,True,True
8911,121720,150.27888,2.2229822,0.6032,0.596,10.04,0.657629431388952,False,True
8912,121728,150.08406,2.2219014,-1.0,0.549,10.53,0.6736658762457018,False,True
8913,121742,150.1031,2.2232451,-1.0,1.13,10.28,1.4649810920100603,True,True
8914,121748,150.35701,2.2233598,-1.0,1.599,10.33,1.8169965142848885,False,True
8915,121757,150.24506,2.2237613,0.727,0.746,9.94,1.0915614481449725,False,False
8916,121760,150.11858,2.2230966,-1.0,0.853,10.76,1.6963826029008342,False,False
8917,121761,150.11726,2.2238793,-1.0,1.958,10.81,1.8647661244986184,False,False
8918,121784,150.30389,2.2225549,-1.0,0.872,10.28,1.400140639757697,False,True
8919,121814,149.93173,2.2244294,-1.0,1.705,10.35,1.2911911885624603,False,True
8920,121816,150.15146,2.2246468,-1.0,1.33,10.07,1.433305698708123,False,False
8921,121834,150.17606,2.2232287,0.6768,0.678,10.6,1.118595365223762,False,False
8922,121835,150.15395,2.2245686,-1.0,1.625,10.88,1.521556479191024,False,False
8923,121843,149.996,2.2231371,-1.0,0.872,10.68,1.1880562084383692,False,True
8924,121847,149.99786,2.2241671,-1.0,1.152,10.77,1.6237246859708572,False,False
8925,121851,149.90567,2.2250645,-1.0,1.284,10.31,0.2148438480476978,False,False
8926,121853,150.175,2.2248795,-1.0,1.843,10.4,2.248429403990396,True,True
8927,121861,150.13828,2.2250037,-1.0,1.732,11.0,1.9150091639040512,False,True
8928,121881,150.1364,2.2253017,-1.0,1.787,10.41,2.258071901096532,False,True
8929,121889,150.21069,2.2255416,-1.0,0.661,9.93,0.4102709642521844,True,True
8930,121904,150.09126,2.2254677,-1.0,1.239,10.54,1.5788797814285696,True,True
8931,121913,149.90591,2.2256432,-1.0,1.152,10.17,0.9071963102716016,False,False
8932,121917,150.31522,2.2252467,-1.0,1.13,10.3,1.1447609607760731,False,False
8933,121942,150.06664,2.2262628,-1.0,1.13,9.96,0.2864564697469828,True,False
8934,121970,150.08997,2.2251949,0.6777,0.678,10.19,0.9957229219954652,False,False
8935,121973,150.00662,2.2263598,-1.0,1.705,10.87,1.896697035781802,False,False
8936,121976,149.93588,2.2260251,-1.0,0.763,9.95,0.5605044151950567,True,True
8937,121984,150.09084,2.2263625,-1.0,1.195,10.17,1.2661140495316758,False,False
8938,121994,150.32578,2.2261868,-1.0,1.4,10.91,1.7337347831684344,False,False
8939,121995,150.06749,2.2235129,0.7233,0.729,10.98,1.3732431182673632,False,False
8940,122003,150.31311,2.2268643,0.8379,0.835,10.09,1.062281069972644,False,False
8941,122009,150.07355,2.2263925,-1.0,1.027,10.62,1.6226077153597795,False,True
8942,122010,150.35863,2.2273259,-1.0,1.13,9.95,1.3095024149667034,False,False
8943,122021,150.01292,2.2263532,-1.0,0.872,10.32,1.017409008536211,False,True
8944,122030,150.12747,2.2271051,-1.0,0.763,9.87,0.3376588910261423,False,True
8945,122048,150.34245,2.2262392,-1.0,0.928,10.49,1.841253074048533,False,False
8946,122058,150.31551,2.227797,-1.0,1.353,10.45,1.656088614832357,True,True
8947,122069,149.95731,2.2279413,-1.0,1.705,11.0,2.086057142997024,False,True
8948,122071,150.04039,2.2261956,-1.0,0.948,10.6,1.4785664955938431,False,True
8949,122088,150.02055,2.2276037,-1.0,0.678,10.09,0.6607706435276973,False,True
8950,122091,150.22816,2.225646,-1.0,0.872,10.55,1.2982852854840845,False,True
8951,122100,150.2597,2.228363,-1.0,0.909,10.06,0.9012403020733092,False,False
8952,122103,150.17313,2.2279642,-1.0,1.13,10.17,1.1338581252033346,False,False
8953,122106,150.02765,2.227984,-1.0,1.787,10.97,1.9364031441544127,False,True
8954,122108,150.27824,2.2290232,-1.0,0.967,9.86,1.0244446171313493,False,False
8955,122123,149.92099,2.226248,0.7474,0.746,10.78,0.900694774452398,False,False
8956,122175,149.92216,2.2286019,-1.0,1.284,10.46,1.224014811372864,False,True
8957,122176,150.31198,2.2296121,-1.0,0.909,9.94,1.2218834917852404,False,False
8958,122182,150.03917,2.2284844,-1.0,0.746,10.08,1.1512472374623706,True,True
8959,122208,150.2346,2.2294719,0.5997,0.596,9.87,0.7505855273410088,False,False
8960,122220,150.0428,2.2294893,0.6029,0.612,9.93,0.6852041344710147,False,True
8961,122231,150.25388,2.2293236,0.6957,0.694,9.98,1.105033050393594,True,False
8962,122244,150.33624,2.2304733,-1.0,1.498,10.48,1.302720449896134,False,False
8963,122248,149.98676,2.2285733,-1.0,0.729,10.69,1.0734250567459815,False,True
8964,122255,150.15163,2.2305927,-1.0,1.599,10.29,0.6163704722912695,False,False
8965,122259,150.12079,2.230319,-1.0,0.746,10.13,0.7241119539612122,False,False
8966,122260,150.20111,2.2289431,0.66,0.661,10.4,1.418582994066992,False,False
8967,122267,150.20625,2.2301316,-1.0,1.239,10.42,1.5652927945840147,False,False
8968,122275,149.96056,2.2300856,-1.0,1.109,10.17,1.2507370679037897,False,True
8969,122280,150.34776,2.2285752,-1.0,1.284,10.77,1.7685641095135731,False,False
8970,122285,150.23598,2.2291064,-1.0,0.853,10.83,1.2677113267266924,False,False
8971,122287,149.98895,2.2289836,-1.0,0.987,9.86,1.0496443525693,False,False
8972,122303,150.21263,2.2303712,-1.0,1.473,10.92,1.344765488622761,False,False
8973,122304,150.03661,2.2309005,0.7762,0.746,10.0,0.9655309436228604,False,True
8974,122309,150.03813,2.2298205,-1.0,0.948,10.71,0.9573198968553408,False,False
8975,122310,150.06418,2.2312367,-1.0,1.261,10.43,1.556049088400382,True,True
8976,122311,150.30807,2.2308862,-1.0,0.89,9.9,0.8882356732705672,True,True
8977,122341,150.29761,2.2312944,-1.0,0.928,10.0,0.2447717614952949,False,False
8978,122345,150.1713,2.2308686,-1.0,0.948,10.26,1.3776886407333704,False,True
8979,122351,150.2908,2.2317047,1.6425,1.4,10.19,1.5711845677336045,False,True
8980,122386,150.1089,2.2319691,0.9543,0.948,9.86,0.9155581154115204,False,False
