ID, Smass, SFR, Mass_Clumpy, UV_Clumpy, O3727, O4959, O5007, HBeta, R23
92399.0,10.84,0.761927838420529,0.0,0.0,0.1747,-99.0,-99.0,-99.0,-99.0,3.0
92725.0,10.51,1.205150209140181,0.0,1.0,0.98,769.7541,-99.0,-99.0,-99.0,-5.775293939393939
92755.0,9.89,1.116441697539312,1.0,0.0,1.1492,876.163,-99.0,-99.0,-99.0,-6.850131313131313
92795.0,10.81,1.334795422556774,0.0,1.0,1.1595,327.3378,-99.0,-99.0,-99.0,-1.3064424242424244
92942.0,10.35,1.2444255721729356,0.0,0.0,0.6196,-99.0,41.9254,176.9535,318.4799,0.37640962585079935
92942.0,10.35,1.2444255721729356,0.0,0.0,0.6196,-99.0,41.9254,176.9535,318.4799,0.37640962585079935
93267.0,10.79,1.7110391561194014,0.0,0.0,0.8378,1408.3369,-99.0,-99.0,559.3368,2.163878543303426
93348.0,9.86,1.5308909443189718,1.0,0.0,0.6902,-99.0,1063.0642,4074.7529,1571.0111,3.2073720548505356
93473.0,10.7,1.2036311263305124,0.0,1.0,0.7014,236.6971,-99.0,-99.0,85.6601,0.45175174906403337
93660.0,10.31,1.0821388313934477,0.0,0.0,0.6553,-99.0,206.7129,597.6179,855.473,0.8244921815182945
94152.0,10.58,0.9269594883802758,0.0,0.0,0.7257,-99.0,-99.0,-99.0,-99.0,3.0
94215.0,10.94,0.8996563803056357,1.0,0.0,0.9792,1592.2982,-99.0,-99.0,-99.0,-14.0838202020202
94490.0,10.68,0.9883805652220086,0.0,0.0,1.1479,-99.0,-99.0,-99.0,-99.0,3.0
94821.0,10.89,-0.0145735259169983,0.0,1.0,0.7838,68.0447,-99.0,-99.0,-99.0,1.312679797979798
94905.0,10.72,2.245176946896522,0.0,0.0,1.0904,801.2731,-99.0,-99.0,-99.0,-6.0936676767676765
94967.0,10.67,1.4126621073725814,0.0,1.0,0.9238,834.7126,-99.0,-99.0,-99.0,-6.431440404040403
95122.0,10.67,0.7885925559203594,0.0,0.0,0.8485,514.329,-99.0,-99.0,-99.0,-3.1952424242424238
95162.0,9.96,1.006594386184137,0.0,1.0,0.6771,1948.1296,-99.0,-99.0,1423.6583,1.2293185801677269
95171.0,10.78,1.0860393312680392,0.0,0.0,1.0971,298.8384,-99.0,-99.0,-99.0,-1.0185696969696967
95372.0,10.61,2.081530925852613,0.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.0
95507.0,9.97,0.4347285417797577,1.0,0.0,0.6658,-99.0,38.0938,94.2099,133.234,0.24996397316000424
95640.0,11.0,1.5544891600038189,0.0,0.0,0.982,671.942,-99.0,-99.0,-99.0,-4.78729292929293
95648.0,10.81,1.460010314540897,0.0,0.0,1.2349,291.8073,-99.0,-99.0,-99.0,-0.9475484848484849
95726.0,10.51,1.5636353156082818,1.0,1.0,0.8797,51.965,-99.0,-99.0,-99.0,1.47510101010101
95986.0,10.61,1.5097803007595865,0.0,0.0,0.7271,359.5037,-99.0,-99.0,320.7874,0.5034602356576349
96055.0,10.58,1.1901074883140452,0.0,1.0,0.9254,1350.6115,-99.0,-99.0,796.9614,1.4462576230166229
96179.0,10.62,0.5943925503754267,0.0,0.0,0.9253,245.6591,-99.0,-99.0,-99.0,-0.48140505050505045
96179.0,10.62,0.5943925503754267,0.0,0.0,0.9253,245.6591,-99.0,-99.0,-99.0,-0.48140505050505045
96221.0,11.04,1.1382079326681631,0.0,0.0,0.8782,210.1546,-99.0,-99.0,-99.0,-0.12277373737373726
96312.0,9.88,0.4776999283321308,0.0,0.0,0.7165,435.8167,-99.0,-99.0,293.2906,0.8108568771041419
96444.0,10.85,1.5129510799724906,0.0,1.0,0.7057,-99.0,175.9114,422.2875,1505.6935,0.3315408481208161
96444.0,10.85,1.5129510799724906,0.0,1.0,0.7057,-99.0,175.9114,422.2875,1505.6935,0.3315408481208161
96690.0,10.59,1.351216345339342,0.0,0.0,0.9773,171.5021,-99.0,-99.0,-99.0,0.2676555555555554
96777.0,10.2,1.0589571787773104,0.0,1.0,0.6103,-99.0,293.609,952.7394,787.0831,1.4577220626386211
96792.0,9.95,0.9972552898201033,0.0,0.0,0.6961,-99.0,98.3175,301.4605,569.1484,0.5284702548579597
96805.0,10.43,0.8203328448994098,0.0,1.0,0.6123,-99.0,41.1966,128.6157,292.1182,0.24240975057356917
96838.0,9.8,0.9583727324786072,1.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.0
96923.0,10.72,1.8744876159849504,0.0,0.0,0.8803,933.8344,-99.0,-99.0,-99.0,-7.432670707070707
97033.0,10.58,-0.5171264163912462,0.0,0.0,0.7934,26.6985,-99.0,-99.0,-99.0,1.7303181818181819
97159.0,10.35,1.1034616220947049,0.0,0.0,0.595,532.9744,52.9756,199.0349,494.3875,1.58779277388688
97330.0,10.25,1.428102382783436,0.0,0.0,0.6559,-99.0,78.0989,300.8582,191.1919,1.4642728065362602
97423.0,10.75,0.250175948083925,0.0,1.0,0.696,34.4142,-2.1389,19.4149,17.8966,2.888269280198474
97515.0,10.03,1.372119981938335,0.0,0.0,0.8777,1484.7581,-99.0,-99.0,-99.0,-12.997556565656566
97516.0,10.32,1.37984917876283,0.0,1.0,0.9261,725.6701,-99.0,-99.0,-99.0,-5.330001010101011
97752.0,10.85,1.5980788625294182,0.0,0.0,1.1367,1588.9081,-99.0,-99.0,-99.0,-14.049576767676768
98016.0,10.95,0.8277568629786167,0.0,0.0,0.8247,281.1379,-99.0,-99.0,-99.0,-0.8397767676767677
98227.0,10.76,1.6429885230726058,0.0,0.0,0.9006,150.3928,-99.0,-99.0,-99.0,0.48088080808080813
98416.0,10.53,0.879038505237237,0.0,0.0,0.8972,74.6707,-99.0,-99.0,-99.0,1.245750505050505
98480.0,10.59,1.2450682757183995,0.0,0.0,0.8825,93.3141,-99.0,-99.0,-99.0,1.0574333333333334
98492.0,10.8,1.314035845679718,0.0,0.0,1.1418,176.8732,-99.0,-99.0,-99.0,0.21340202020202023
98504.0,10.76,1.1006806447250994,0.0,0.0,0.7453,456.5663,-99.0,-99.0,477.2948,0.541732908047605
101401.0,10.22,1.2762549480217251,0.0,0.0,0.8948,590.2106,-99.0,-99.0,390.5206,1.004327556600087
101415.0,10.67,1.0901874875754207,0.0,0.0,0.8534,248.7071,-99.0,-99.0,-99.0,-0.5121929292929293
101417.0,9.99,1.1498039382270222,0.0,0.0,0.7555,1915.1604,347.1855,1020.2901,729.7637,4.498217710746643
101430.0,11.06,1.1371324760089931,0.0,0.0,0.9872,170.7792,-99.0,-99.0,-99.0,0.27495757575757573
101513.0,9.97,0.8368935163764337,1.0,1.0,0.7563,546.4115,-99.0,-99.0,-99.0,-3.519308080808081
101749.0,10.71,1.677670814860437,0.0,0.0,0.9811,743.7735,-99.0,-99.0,-99.0,-5.512863636363637
101760.0,10.53,0.9715541534460612,0.0,1.0,0.7931,826.5468,-99.0,-99.0,621.3294,1.0116160606596114
101992.0,10.66,1.175772659601536,0.0,0.0,0.6771,603.9502,228.9951,751.0207,527.2433,3.0042411160084916
102108.0,10.45,1.1426709779106894,0.0,0.0,0.6092,-99.0,562.2758,1433.2932,487.5018,3.8903835842247148
102136.0,10.12,1.192065410979292,0.0,0.0,0.8949,191.815,-99.0,-99.0,-99.0,0.062474747474747495
102214.0,10.71,0.9497314523157072,0.0,1.0,0.7018,454.7058,-99.0,-99.0,425.2044,0.6037232916686657
102232.0,10.93,1.289945516176668,0.0,0.0,0.8445,421.4785,-99.0,-99.0,-99.0,-2.2573585858585856
102372.0,10.46,1.6246017674422468,0.0,0.0,0.8945,1704.9282,-99.0,-99.0,-99.0,-15.22149696969697
102571.0,10.22,1.0324978828571103,0.0,1.0,0.6916,286.0244,40.1882,99.3984,176.0281,2.417858285126068
102571.0,10.22,1.0324978828571103,0.0,1.0,0.6916,286.0244,40.1882,99.3984,176.0281,2.417858285126068
103037.0,10.58,1.2144464457183946,0.0,0.0,0.7435,1193.9663,-99.0,-99.0,-99.0,-10.060265656565656
103041.0,10.29,0.895809150169131,0.0,1.0,0.8213,422.1518,-99.0,-99.0,-99.0,-2.2641595959595957
103155.0,10.49,1.2090590341287974,0.0,1.0,0.638,526.5963,42.2745,148.8355,670.8112,1.0699080456617303
103274.0,10.85,1.1283669539380825,0.0,0.0,0.9154,306.6208,-99.0,-99.0,-99.0,-1.0971797979797977
103382.0,10.62,1.263186157413705,0.0,1.0,0.8234,932.0719,-99.0,-99.0,-99.0,-7.414867676767677
103650.0,10.28,1.4124605474299614,0.0,1.0,0.9712,561.0746,-99.0,-99.0,-99.0,-3.6674202020202022
103675.0,10.67,1.5459994558001788,0.0,0.0,0.9414,105.9485,-99.0,-99.0,-99.0,0.9298131313131314
104403.0,11.17,2.1555850020870326,0.0,0.0,1.1822,1050.8713,-99.0,-99.0,-99.0,-8.614861616161617
104501.0,10.87,1.3187726598254796,0.0,0.0,0.9553,254.7783,-99.0,-99.0,-99.0,-0.5735181818181818
104625.0,10.27,2.036820453616492,1.0,0.0,0.76,-99.0,529.2142,1792.8184,624.507,3.559660019823637
104784.0,10.36,0.9927743642553556,0.0,0.0,0.7813,293.9042,-99.0,-99.0,377.0178,0.2543757880927638
104823.0,11.02,1.8269166471849203,0.0,1.0,0.8261,908.4276,-99.0,-99.0,573.9274,1.23783530808949
104860.0,10.51,1.4839864647193324,0.0,0.0,0.8429,-99.0,-99.0,-99.0,-99.0,3.0
105346.0,10.47,0.9834909718151664,0.0,0.0,0.7735,84.5617,3.1717,22.7419,136.4585,0.8095889959218372
105348.0,10.9,1.253604510553344,0.0,1.0,0.6761,-99.0,288.3752,871.4833,873.0461,1.2151231189280842
105458.0,10.03,0.5696079675468244,0.0,0.0,0.6215,-99.0,43.5362,112.8821,395.6042,0.14514077454182742
105541.0,11.22,1.079072658853184,0.0,0.0,0.9553,1137.631,-99.0,-99.0,-99.0,-9.491222222222223
105621.0,10.66,1.204798038190855,0.0,1.0,0.638,-99.0,38.2062,177.5065,405.1283,0.2880882426628798
105647.0,10.0,0.4546924492394769,0.0,1.0,0.943,-99.0,-99.0,-99.0,-99.0,3.0
105701.0,10.6,1.3009431280805526,0.0,0.0,0.714,324.5744,115.561,369.1903,497.6091,1.6264286565498902
105841.0,11.02,1.9794117826344355,0.0,0.0,0.9574,267.0959,-99.0,-99.0,-99.0,-0.6979383838383836
105905.0,10.11,0.7956019798941798,0.0,1.0,0.7343,234.7625,-2.7523,35.2326,152.3745,1.7538551398035758
106159.0,10.24,0.9294189257142929,0.0,0.0,0.781,777.3586,-99.0,-99.0,-99.0,-5.852107070707071
106199.0,10.14,1.0350693444211043,0.0,1.0,0.744,-99.0,44.5946,255.6313,376.7007,0.5341797878262505
106208.0,10.41,1.3409792166036354,0.0,0.0,0.958,382.1974,-99.0,-99.0,-99.0,-1.8605797979797982
106336.0,10.76,1.5429996075770545,0.0,0.0,0.6056,-99.0,152.568,428.8604,1954.8108,0.24679032876225157
106336.0,10.76,1.5429996075770545,0.0,0.0,0.6056,-99.0,152.568,428.8604,1954.8108,0.24679032876225157
106482.0,10.95,1.4919636848956952,0.0,0.0,0.8426,590.0802,-99.0,-99.0,-99.0,-3.9604060606060605
106531.0,10.88,1.879938407677633,0.0,1.0,1.3142,-99.0,-99.0,-99.0,-99.0,3.0
106676.0,10.84,2.0639560142322755,0.0,1.0,0.5478,-99.0,-17.527,176.7376,125.3932,0.4801743635221048
106863.0,10.11,1.0438729123914243,0.0,1.0,0.7346,-99.0,125.6989,412.5826,645.6286,0.680393495579347
106865.0,10.89,1.6619167523554812,0.0,0.0,0.9383,165.2625,-99.0,-99.0,-99.0,0.3306818181818183
107041.0,10.68,0.8828659197216292,0.0,0.0,0.8245,179.3812,-99.0,-99.0,-99.0,0.1880686868686868
107181.0,10.26,1.4818867290486315,0.0,0.0,0.9719,227.9781,-99.0,-99.0,-99.0,-0.302809090909091
107197.0,11.08,1.5663196215248114,0.0,1.0,0.8464,193.6439,-99.0,-99.0,-99.0,0.04400101010101008
107562.0,10.5,0.7543483357110189,0.0,0.0,0.9379,600.4189,-99.0,-99.0,-99.0,-4.064837373737374
107853.0,10.97,1.4713797348031652,0.0,0.0,0.666,-99.0,81.4008,269.6792,885.4043,0.28470609415382325
107853.0,10.97,1.4713797348031652,0.0,0.0,0.666,-99.0,81.4008,269.6792,885.4043,0.28470609415382325
108035.0,10.63,1.544688022302677,0.0,1.0,0.7296,-99.0,-12.7993,134.4267,191.0028,0.11846632614809839
108042.0,10.76,1.523915470698113,0.0,1.0,0.8008,650.3152,-99.0,-99.0,-99.0,-4.5688404040404045
108057.0,10.52,1.100405011565889,0.0,0.0,0.6686,-99.0,106.1153,418.3347,517.996,0.8213383887134263
108271.0,10.3,1.2278867046136734,0.0,1.0,0.6373,-99.0,443.6502,1350.0199,792.3573,2.1387700977829067
108366.0,10.55,1.178746796528958,0.0,0.0,0.6774,540.3685,21.7343,-99.0,803.7946,0.5761456969230697
108440.0,10.66,1.0426148845885248,0.0,0.0,0.8317,381.7293,24.282,100.4269,225.3253,2.247586933202796
108513.0,10.25,1.1102192236894035,0.0,1.0,0.6707,177.3378,24.6903,41.507,155.5959,1.565176845919462
108622.0,10.57,0.8213169705910973,0.0,0.0,0.3377,-99.0,6.5569,17.287,76.2036,-0.9862539302605128
108632.0,10.59,-0.0163737128754654,0.0,1.0,0.9381,16.9523,-99.0,-99.0,-99.0,1.8287646464646463
108819.0,10.35,1.4493240930987268,1.0,1.0,1.2242,1393.3635,-99.0,-99.0,-99.0,-12.074378787878787
108973.0,10.91,1.751155882395935,0.0,1.0,0.9057,531.0727,-99.0,-99.0,-99.0,-3.3643707070707074
109010.0,10.81,1.8046981332096304,1.0,1.0,0.725,788.9524,776.0868,2532.667,585.9779,6.992936423028924
109367.0,10.96,1.6832992522396597,0.0,0.0,0.971,403.8615,-99.0,-99.0,-99.0,-2.0794090909090905
109386.0,10.44,0.6347794581459516,0.0,0.0,0.6637,-99.0,10.7116,50.9126,100.6577,-0.371315855617603
109470.0,10.42,1.026410680578774,0.0,0.0,0.6957,-99.0,61.1375,227.3441,383.347,0.4942822038518627
109623.0,10.37,0.8963608454693164,0.0,1.0,0.9361,276.6128,-99.0,-99.0,-99.0,-0.7940686868686868
109684.0,10.56,1.51615180913224,0.0,0.0,0.9062,409.6316,-99.0,-99.0,-99.0,-2.137692929292929
109742.0,10.46,1.686529022816038,0.0,0.0,1.0897,2093.4573,-99.0,-99.0,-99.0,-19.146033333333335
109753.0,10.62,1.4468166658381358,1.0,1.0,0.9362,97.0241,-99.0,-99.0,-99.0,1.0199585858585858
109840.0,10.34,1.1468409340350674,0.0,0.0,0.6764,-99.0,111.8438,334.9946,885.1315,0.392979348266331
110071.0,10.89,1.0924399113311414,0.0,0.0,0.9389,228.3933,-99.0,-99.0,-99.0,-0.3070030303030304
110223.0,10.14,1.2866360787164175,0.0,0.0,0.8971,186.2114,-99.0,-99.0,-99.0,0.1190767676767677
110242.0,10.8,1.2122941666623512,0.0,0.0,0.672,557.5626,31.8432,177.2197,734.9236,1.0431363205644777
110442.0,10.87,1.0321753769613629,0.0,0.0,0.9276,248.6752,-99.0,-99.0,-99.0,-0.5118707070707069
110527.0,10.98,1.08278537031645,0.0,0.0,0.8726,316.6683,-99.0,-99.0,172.5664,0.6876674717673892
110546.0,10.1,0.8660509240092749,0.0,0.0,0.6629,438.3851,26.7808,-99.0,344.812,1.0619291091957357
110586.0,10.3,0.9934803190699966,0.0,0.0,0.6621,95.9712,12.6671,14.6626,109.2448,1.1286660783854243
110659.0,10.77,1.6364678360987646,0.0,0.0,0.8746,583.0742,-99.0,-99.0,-99.0,-3.889638383838384
110724.0,9.83,0.5706596700215341,0.0,0.0,0.6672,-99.0,59.9502,170.6757,368.4899,0.3572035488625333
110807.0,9.87,1.61559237384182,1.0,1.0,1.0125,211.1736,-99.0,-99.0,-99.0,-0.1330666666666666
110913.0,9.92,1.0660275949488618,0.0,1.0,0.9363,466.9279,-99.0,-99.0,-99.0,-2.7164434343434345
110913.0,9.92,1.0660275949488618,0.0,1.0,0.9363,466.9279,-99.0,-99.0,-99.0,-2.7164434343434345
110932.0,10.81,1.242417184417719,0.0,0.0,0.9313,301.8382,-99.0,-99.0,-99.0,-1.0488707070707068
110967.0,10.86,1.1291095862207272,0.0,0.0,0.8958,222.9576,-99.0,-99.0,-99.0,-0.2520969696969698
110979.0,10.0,0.6131015169669126,0.0,1.0,0.6754,903.1332,99.4541,358.386,464.1135,2.932414808015712
111297.0,10.85,0.7629035284990572,0.0,1.0,0.9379,870.8475,-99.0,-99.0,-99.0,-6.7964393939393934
111311.0,10.71,1.4756857129806042,0.0,1.0,0.8378,348.509,-99.0,-99.0,-99.0,-1.5202929292929295
111543.0,10.91,0.8668778143374989,0.0,0.0,0.8851,250.9754,-99.0,-99.0,-99.0,-0.5351050505050505
111543.0,10.91,0.8668778143374989,0.0,0.0,0.8851,250.9754,-99.0,-99.0,-99.0,-0.5351050505050505
111544.0,10.47,1.2709116394104811,0.0,0.0,0.9294,157.0102,-99.0,-99.0,-99.0,0.41403838383838387
111599.0,10.93,1.5052721064694752,0.0,1.0,0.7351,839.137,114.2907,-99.0,765.3214,1.1164299077485615
111703.0,10.45,1.2948408364388906,0.0,1.0,0.8729,184.1686,-99.0,-99.0,177.5961,-0.07788121473388211
111729.0,10.42,0.9710902131371154,0.0,0.0,0.6756,-99.0,-1.905,153.3344,351.7325,0.1490604365533466
111729.0,10.42,0.9710902131371154,0.0,0.0,0.6756,-99.0,-1.905,153.3344,351.7325,0.1490604365533466
111816.0,10.72,1.1947640241108866,0.0,0.0,0.6217,-99.0,44.7215,120.3859,755.6756,0.08748118901814483
111916.0,11.14,1.587699742794285,0.0,0.0,1.0792,214.7168,-99.0,-99.0,-99.0,-0.16885656565656573
111932.0,10.07,1.1946808126499446,0.0,1.0,0.6263,-99.0,573.7059,1797.0143,1538.1353,1.4769313206712051
112010.0,10.7,1.99544213192182,0.0,1.0,0.9314,1968.4066,-99.0,-99.0,-99.0,-17.88289494949495
112083.0,10.61,0.0136796972911925,0.0,0.0,0.9296,16.3262,-99.0,-99.0,-99.0,1.835088888888889
112346.0,10.47,1.9219568501428503,0.0,1.0,0.9708,1453.8713,-99.0,-99.0,-99.0,-12.685568686868686
112508.0,10.5,1.200385324232387,0.0,0.0,0.9231,259.9912,-99.0,-99.0,-99.0,-0.6261737373737373
112714.0,10.73,1.679582325349062,0.0,1.0,0.7313,24.3966,-99.0,-99.0,-99.0,1.753569696969697
112726.0,10.65,1.50982058221228,0.0,0.0,0.9595,282.8662,-99.0,-99.0,-99.0,-0.8572343434343433
112798.0,11.08,2.1601262430477184,0.0,0.0,0.9371,1003.6404,-99.0,-99.0,-99.0,-8.137781818181818
112979.0,10.64,1.7214478649502984,0.0,1.0,0.9358,557.2991,-99.0,-99.0,-99.0,-3.629283838383838
113277.0,10.65,2.1625315494389943,0.0,0.0,1.1365,2848.7905,-99.0,-99.0,-99.0,-26.775661616161617
113408.0,10.04,0.8271106874660112,1.0,1.0,0.6705,405.0456,63.8261,175.8019,246.0066,2.6205540826953424
113551.0,10.07,1.0025548081484823,0.0,0.0,0.5949,1570.2733,255.8874,623.0238,904.3953,2.7080906988349014
113604.0,10.24,0.0043213737826425,0.0,0.0,0.5996,-99.0,9.4103,49.0096,12.7645,-3.1791374515257154
113714.0,10.76,1.6793733792387515,0.0,0.0,0.668,-99.0,515.3993,1514.2146,435.9888,4.428127282168716
113817.0,10.51,1.138523737279158,0.0,1.0,0.6333,-99.0,117.9479,336.7136,1401.9728,0.25368644812509916
113885.0,10.64,1.2683907356299309,0.0,0.0,0.8647,373.477,-99.0,-99.0,-99.0,-1.7724949494949493
116732.0,10.46,0.7629035284990572,0.0,1.0,0.6719,-99.0,-99.0,-99.0,-99.0,3.0
116763.0,10.7,1.1106233752333303,0.0,0.0,1.0026,-5.3793,-99.0,-99.0,-99.0,2.054336363636364
116791.0,10.57,1.532728906428374,0.0,0.0,0.6615,1273.7942,139.6569,-99.0,1297.5771,1.0130042368965975
116987.0,10.45,1.0264924070528396,0.0,0.0,0.602,-99.0,20.566,96.5272,103.3557,0.17505759237274768
117032.0,10.54,1.3272771771417546,0.0,1.0,0.8516,242.2438,-99.0,-99.0,-99.0,-0.44690707070707064
117063.0,10.74,0.6313422864839328,0.0,0.0,0.6722,-99.0,25.734,146.6785,124.5028,0.5896453734373848
117124.0,10.85,1.1840096497012802,0.0,1.0,0.6655,259.9703,29.5134,80.3185,90.2647,4.096864001098989
117232.0,10.24,0.8526019693382348,0.0,1.0,0.7164,557.5341,73.7696,183.6258,298.3689,2.7312816449703705
117529.0,10.17,1.3474275986185411,0.0,0.0,0.9829,463.8413,-99.0,-99.0,-99.0,-2.6852656565656563
117541.0,10.45,2.030105648611046,0.0,0.0,0.849,2133.2856,-99.0,-99.0,-99.0,-19.548339393939397
118007.0,10.13,1.2220918864542598,0.0,1.0,1.148,199.4431,-99.0,-99.0,-99.0,-0.014576767676767546
118009.0,10.66,1.012752887491216,0.0,0.0,0.7585,-99.0,313.836,805.9145,207.4825,4.919694432060536
118009.0,10.66,1.012752887491216,0.0,0.0,0.7585,-99.0,313.836,805.9145,207.4825,4.919694432060536
118043.0,10.69,1.2364868763755912,0.0,1.0,0.8823,757.7811,-99.0,-99.0,-99.0,-5.654354545454546
118278.0,10.75,0.8536373819585943,0.0,0.0,0.8358,653.7709,-99.0,-99.0,-99.0,-4.6037464646464645
118323.0,10.26,0.7703364410951492,0.0,0.0,0.7472,132.8583,-99.0,-99.0,-99.0,0.6579969696969695
118377.0,10.1,1.2892097826449858,1.0,0.0,0.7727,1409.9702,-99.0,-99.0,-99.0,-12.242123232323232
118390.0,10.04,0.9921557110426168,0.0,0.0,0.6958,384.7328,42.7328,147.9342,334.6635,1.7193383801938367
118423.0,10.64,1.2701662292606937,0.0,0.0,0.6844,-99.0,199.8591,610.9459,812.4858,0.8760830035429542
118423.0,10.64,1.2701662292606937,0.0,0.0,0.6844,-99.0,199.8591,610.9459,812.4858,0.8760830035429542
118567.0,10.27,0.934599438218073,0.0,0.0,0.9598,475.8494,-99.0,-99.0,-99.0,-2.806559595959596
118602.0,11.01,1.5736952833976885,0.0,0.0,1.2148,128.0212,-99.0,-99.0,-99.0,0.7068565656565657
118682.0,10.97,1.3609907985789214,0.0,0.0,0.9567,205.2029,-99.0,-99.0,-99.0,-0.07275656565656566
118682.0,10.97,1.3609907985789214,0.0,0.0,0.9567,205.2029,-99.0,-99.0,-99.0,-0.07275656565656566
118774.0,10.73,0.7763379096201752,0.0,0.0,0.8823,300.8609,-99.0,-99.0,-99.0,-1.03899898989899
118825.0,10.83,1.8467390505961656,0.0,0.0,0.8005,1015.4484,-99.0,-99.0,1043.3107,0.7835138660036747
118828.0,10.66,1.2846562827885155,0.0,1.0,0.8369,687.8231,-99.0,-99.0,-99.0,-4.947708080808081
118828.0,10.66,1.2846562827885155,0.0,1.0,0.8369,687.8231,-99.0,-99.0,-99.0,-4.947708080808081
118972.0,10.7,1.3007476124662594,0.0,0.0,0.8926,313.5323,-99.0,-99.0,-99.0,-1.1669929292929295
119005.0,10.85,1.1728071883690874,0.0,0.0,0.9249,143.6928,-99.0,-99.0,-99.0,0.5485575757575757
119056.0,10.49,1.2469661065587434,0.0,1.0,0.8461,716.9239,-99.0,-99.0,-99.0,-5.241655555555556
119313.0,10.8,0.8716896656855153,0.0,1.0,0.6296,291.1442,54.7095,63.843,173.0198,2.367918007072023
119426.0,10.88,1.323911808996012,0.0,0.0,0.7999,303.9713,-99.0,-99.0,-99.0,-1.0704171717171715
119495.0,10.39,1.4527980985591598,0.0,0.0,0.9382,962.1656,-99.0,-99.0,-99.0,-7.718844444444445
119570.0,9.85,1.0691498898487786,0.0,1.0,0.685,2576.5713,-99.0,-99.0,1387.5277,1.7142513983684793
119768.0,10.66,1.1138097026729452,0.0,0.0,0.6409,-99.0,56.6727,119.4404,412.9301,0.1867461345152606
119809.0,10.18,0.7896512087934096,0.0,0.0,0.6801,-99.0,3.3507,26.2871,2.0679,-33.542337637216505
120079.0,10.64,1.6533958438562977,0.0,1.0,1.1685,247.0711,-99.0,-99.0,-99.0,-0.49566767676767676
120584.0,10.81,1.85169853686838,0.0,0.0,0.8493,561.7706,-99.0,-99.0,421.6653,0.8626998712011634
120614.0,10.19,0.8556402808901452,0.0,0.0,0.751,750.6782,-99.0,-99.0,-99.0,-5.582608080808081
120661.0,10.84,1.1116656959395186,1.0,1.0,0.7257,37.6077,-99.0,-99.0,5.5852,-28.717378070615197
120833.0,10.38,1.0965624383741357,0.0,0.0,0.6639,-99.0,110.4257,232.7038,664.8496,0.367195076901603
120968.0,10.23,1.2638963306046105,0.0,1.0,0.8495,1265.5237,-99.0,-99.0,-99.0,-10.783067676767676
121029.0,10.59,1.1631613749770184,1.0,1.0,0.7251,-99.0,115.8114,364.3091,843.9416,0.4515958213222337
121150.0,10.43,0.8557613723399478,0.0,1.0,0.6784,-99.0,49.2671,246.2476,437.8882,0.4487782497907
121155.0,10.54,1.5556022398513345,0.0,0.0,0.9043,742.8976,-99.0,-99.0,-99.0,-5.504016161616161
121293.0,10.81,1.765072201102792,0.0,0.0,1.0495,277.6566,-99.0,-99.0,-99.0,-0.8046121212121214
121421.0,10.82,1.5704612101120994,0.0,0.0,0.7336,1595.6508,-99.0,-99.0,1033.1984,1.3527419322368288
121595.0,10.83,0.869349080759093,0.0,0.0,0.6575,425.0125,60.1419,149.2331,244.9471,2.589895940797013
121631.0,11.22,1.3618033589256875,0.0,0.0,0.9564,303.1214,-99.0,-99.0,-99.0,-1.0618323232323232
121631.0,11.22,1.3618033589256875,0.0,0.0,0.9564,303.1214,-99.0,-99.0,-99.0,-1.0618323232323232
121634.0,10.31,0.9829492885744988,0.0,0.0,0.803,724.4886,-99.0,-99.0,363.2256,1.4494809837192093
121760.0,10.76,1.6963826029008342,0.0,0.0,0.8388,381.1498,-99.0,-99.0,73.2181,2.5014279256085588
121834.0,10.6,1.118595365223762,0.0,0.0,0.6758,-99.0,27.2437,117.568,505.0285,0.09071111828342361
121995.0,10.98,1.3732431182673632,0.0,0.0,0.7237,1390.3129,-99.0,-99.0,-99.0,-12.043564646464645
122048.0,10.49,1.841253074048533,0.0,0.0,0.8922,344.7177,-99.0,-99.0,-99.0,-1.4819969696969695
122123.0,10.78,0.900694774452398,0.0,0.0,0.7468,-99.0,280.9287,839.0854,264.549,3.8594517461793476
122231.0,9.98,1.105033050393594,1.0,0.0,0.6955,-99.0,182.2427,795.2374,1021.4955,0.8599940968902947
122248.0,10.69,1.0734250567459815,0.0,1.0,0.7312,212.4453,-99.0,-99.0,-99.0,-0.14591212121212124
122345.0,10.26,1.3776886407333704,0.0,1.0,0.9571,1193.9498,-99.0,-99.0,-99.0,-10.060098989898991
122500.0,10.95,1.706743378506736,0.0,0.0,0.9165,145.6551,-99.0,-99.0,-99.0,0.5287363636363636
122584.0,10.38,1.2083876037951542,0.0,0.0,0.9251,170.2837,-99.0,-99.0,-99.0,0.27996262626262614
122590.0,10.38,1.409730292558446,0.0,1.0,0.9404,4235.0938,-99.0,-99.0,-99.0,-40.77872525252525
122592.0,10.35,1.1633701202258837,0.0,1.0,0.7307,882.0723,49.3853,-99.0,459.7455,1.8106922199347248
122667.0,10.65,1.1869563354654122,0.0,0.0,0.7579,-99.0,22.1193,57.6585,423.6218,-0.04537585176211424
122765.0,9.83,0.4276483711869326,0.0,1.0,0.6029,1483.7426,277.8355,849.5043,548.5889,4.759634035613918
122836.0,11.37,2.4110773409938195,1.0,1.0,0.9368,324.7864,-99.0,-99.0,-99.0,-1.2806707070707073
