ID, Smass, SFR, Mass_Clumpy, UV_Clumpy, O3727, O4959, O5007, HBeta, R23
59273.0,10.67,1.3457461033861688,0.0,0.0,0.8994,294.9578,-99.0,-99.0,-99.0,-0.9793717171717173
59315.0,10.74,1.2531683259014423,0.0,1.0,0.7883,400.4835,-99.0,-99.0,-99.0,-2.0452878787878785
59472.0,9.98,0.8106357002755373,0.0,0.0,0.664,-99.0,117.591,340.9104,575.8537,0.6242929410716646
59661.0,10.18,0.6629466143326246,0.0,0.0,0.6118,-99.0,5.4514,69.9843,219.32,-0.1074425496990698
59700.0,11.23,1.9255905283764951,0.0,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.0
59733.0,10.59,1.264156436745886,0.0,0.0,0.9438,333.7222,-99.0,-99.0,-99.0,-1.370931313131313
59757.0,10.29,1.0399294141085604,0.0,0.0,0.8043,248.5783,-99.0,-99.0,-99.0,-0.5108919191919193
59928.0,10.24,0.86350130064145,0.0,0.0,0.5994,129.1204,27.0899,63.4791,88.9633,2.469438521277875
60062.0,10.36,1.583640780943042,0.0,0.0,0.9775,1497.3761,-99.0,-99.0,-99.0,-13.12501111111111
60137.0,10.62,1.631788632342238,0.0,0.0,0.9958,642.8159,-99.0,-99.0,-99.0,-4.4930898989899
60186.0,10.02,0.828917561616686,0.0,1.0,0.6609,669.2486,83.9557,237.0611,478.0977,2.0712615852366576
60250.0,10.64,1.139753185695353,0.0,1.0,0.6905,596.0107,77.7158,-99.0,884.4835,0.6497877009576775
60269.0,10.86,1.157909866226345,0.0,0.0,0.7902,682.8014,-99.0,-99.0,192.1649,2.522840539557432
60373.0,10.26,0.6654871807828107,0.0,0.0,0.6969,-99.0,76.5444,199.618,298.015,0.5944747747596597
60487.0,10.26,1.064907027159636,0.0,0.0,0.6527,-99.0,162.1575,461.2854,1042.6846,0.5029736700820171
60633.0,10.62,1.5034638181532145,1.0,1.0,0.6739,600.4558,10.1731,-99.0,987.4843,0.518113452537929
60655.0,10.43,0.921686475483602,0.0,1.0,0.7045,-99.0,43.7,109.7579,10.3768,5.248043712898005
60939.0,10.79,1.4510338251393673,0.0,0.0,1.0549,620.6698,-99.0,-99.0,-99.0,-4.26939191919192
61028.0,11.12,1.988456390629724,0.0,0.0,1.6188,-99.0,-99.0,-99.0,-99.0,3.0
61198.0,10.6,1.2273467131814264,0.0,1.0,0.6591,-99.0,50.0422,131.7349,196.0705,0.422180287192617
61242.0,10.54,1.064120905829622,0.0,0.0,0.7482,607.4417,97.9415,166.7885,679.9214,1.2827537124144057
61247.0,11.01,1.363461548826593,1.0,1.0,0.8352,333.6249,-99.0,-99.0,286.8435,0.47281845326807137
61327.0,10.12,1.2078227990015078,1.0,1.0,0.7011,145.4908,10.325,32.4629,67.4663,2.7907073605637183
61546.0,10.36,1.3257618853192303,1.0,0.0,1.0323,771.1993,-99.0,-99.0,-99.0,-5.789891919191919
64754.0,9.95,0.5166675590990429,0.0,0.0,0.6955,437.88,39.0531,88.4013,369.2749,1.5309310218484926
64786.0,10.37,1.2331230785210814,0.0,0.0,0.8697,336.4143,-99.0,-99.0,471.5805,0.2935115001574493
65122.0,10.04,1.022634539944119,0.0,0.0,0.9683,186.5521,-99.0,-99.0,-99.0,0.11563535353535358
65508.0,10.7,1.7140529974872198,1.0,0.0,0.6606,1763.2115,1270.9408,3777.614,1832.6689,3.7168559470835127
65630.0,10.7,1.170408411725318,0.0,0.0,0.9944,111.8399,-99.0,-99.0,-99.0,0.8703040404040404
65661.0,10.97,1.3843354899342843,0.0,0.0,1.003,361.4105,-99.0,-99.0,-99.0,-1.6506111111111113
65699.0,10.59,1.4540059381037904,0.0,0.0,0.6622,1607.5002,146.1504,369.8823,1371.6338,1.5481777279037598
65707.0,10.06,1.025633511060698,1.0,0.0,0.7379,-99.0,23.0248,78.1417,310.2525,0.006983021893457746
65892.0,10.25,0.9795028487874012,1.0,0.0,0.7966,206.8227,-7.6649,47.0658,159.542,1.5433152398741397
65922.0,10.61,1.6131015169669127,0.0,1.0,0.956,759.7441,-99.0,-99.0,-99.0,-5.674182828282828
66076.0,11.04,1.972003702510512,0.0,1.0,1.3156,1307.1483,-99.0,-99.0,-99.0,-11.203518181818183
66109.0,10.45,1.8629538505479255,0.0,1.0,1.1561,6479.0762,-99.0,-99.0,-99.0,-63.44521414141415
66238.0,10.86,0.8493579816612989,0.0,1.0,0.7879,210.3385,-29.0732,-99.0,140.9993,0.5834447405058041
66338.0,10.07,0.6994040818153374,0.0,0.0,0.7802,109.5178,-99.0,-99.0,-99.0,0.893759595959596
66443.0,10.43,0.9111576087399766,0.0,1.0,0.772,342.921,-99.0,-99.0,283.7075,0.5108113109452517
66448.0,10.88,0.8656960599160706,0.0,0.0,0.912,1217.4503,-99.0,-99.0,-99.0,-10.297477777777777
66453.0,10.46,0.6452257115354161,0.0,1.0,0.7868,169.3064,17.1269,-99.0,169.2874,0.5164784856994673
66519.0,10.34,1.3755173006496717,0.0,1.0,0.8497,463.9884,58.8359,-99.0,468.3858,0.904861547894919
66734.0,10.94,2.164718579978909,0.0,1.0,1.3281,-99.0,-99.0,-99.0,-99.0,3.0
66740.0,10.68,1.8188524623210016,0.0,0.0,1.1566,804.7603,-99.0,-99.0,-99.0,-6.128891919191919
66913.0,10.39,0.6582976503081898,0.0,0.0,0.8327,124.3294,1.3198,76.3651,159.0361,1.270241787870804
67141.0,10.57,1.618936705819406,0.0,1.0,0.7267,796.9188,95.9777,287.2209,543.5338,2.171194137328718
67245.0,10.16,0.8081434257614911,1.0,1.0,0.9372,336.0252,-99.0,-99.0,-99.0,-1.3941939393939393
67263.0,10.04,1.4250775147740116,0.0,0.0,0.7481,-99.0,-99.0,-99.0,-99.0,3.0
67519.0,9.98,1.121132889998409,1.0,1.0,0.8337,799.1753,-99.0,-99.0,-99.0,-6.072477777777777
67559.0,11.08,0.8594985581877761,0.0,0.0,0.8971,337.3581,-99.0,-99.0,-99.0,-1.4076575757575756
67602.0,9.99,1.453624073591451,0.0,0.0,0.6993,-99.0,669.0603,2205.6641,382.726,7.252510673432169
67870.0,10.29,1.283436924527776,0.0,0.0,0.6623,-99.0,56.7751,157.3277,753.0524,0.1528483276860946
67877.0,10.42,1.3092041796704077,0.0,0.0,0.6736,-99.0,-99.0,-99.0,-99.0,3.0
67914.0,11.14,1.1556699817198113,0.0,0.0,0.8949,228.3401,-99.0,-99.0,-99.0,-0.3064656565656566
68115.0,10.97,1.7597509191662546,0.0,1.0,0.6605,-99.0,-99.0,-99.0,-99.0,3.0
68115.0,10.97,1.7597509191662546,0.0,1.0,0.6605,-99.0,-99.0,-99.0,-99.0,3.0
68222.0,10.57,1.5411922000094802,0.0,1.0,0.9489,960.4714,-99.0,-99.0,-99.0,-7.701731313131313
68343.0,10.88,1.2909912320255026,0.0,1.0,0.6786,1093.3062,62.1995,369.6595,258.4341,5.901563299889604
68579.0,10.43,1.597552591097688,0.0,0.0,0.8842,719.1304,-99.0,-99.0,-99.0,-5.263943434343434
68620.0,11.13,1.907948521612272,0.0,0.0,0.6999,-99.0,131.7761,421.0042,604.8729,0.7502076882597981
68627.0,10.92,1.7585485673779797,0.0,0.0,1.1577,283.1822,-99.0,-99.0,-99.0,-0.8604262626262629
68683.0,9.99,0.8337843746564789,1.0,1.0,0.7099,310.4133,30.3824,-99.0,180.6771,1.3382752988618924
68830.0,10.76,0.8308451923086115,0.0,0.0,0.668,798.9261,98.6762,339.2797,279.1724,4.430531098346399
69009.0,10.48,1.5338991007965943,0.0,0.0,0.7725,965.0349,-99.0,-99.0,-99.0,-7.747827272727273
69132.0,10.04,0.6367886890343748,1.0,1.0,0.6518,-99.0,13.9841,114.7615,165.712,0.1795017862315342
69316.0,10.68,1.1453207389183244,0.0,1.0,0.6911,-99.0,80.5984,293.2964,668.296,0.41133689263440154
69557.0,10.25,1.2350737146995066,0.0,1.0,0.659,-99.0,100.886,265.3793,408.8952,0.6536278733523896
69628.0,10.39,1.2909912320255026,0.0,1.0,0.6832,465.9121,46.3224,179.0114,497.0258,1.3907646242911333
69767.0,10.29,1.3976619712221423,1.0,1.0,0.8378,344.1865,52.4567,-99.0,303.478,0.9807735651348698
69821.0,10.56,1.3275224027168209,0.0,1.0,0.6903,419.7899,52.9039,137.3737,667.5448,0.9138974642600766
69825.0,11.04,0.8287887481849532,0.0,0.0,0.6737,-99.0,-27.5739,60.3515,121.3206,-0.5458462948584164
70042.0,10.33,0.6940784620807594,0.0,0.0,0.6154,-99.0,72.9905,213.6136,535.451,0.350366513462483
70055.0,10.09,1.391076318121337,0.0,1.0,0.8474,978.4131,-99.0,-99.0,-99.0,-7.882960606060606
70153.0,10.54,0.3360592778663493,0.0,0.0,0.99,11.7134,-99.0,-99.0,-99.0,1.8816828282828282
70194.0,10.59,1.1602283571978589,0.0,0.0,0.8368,362.519,-99.0,-99.0,462.233,0.35592222969800946
70231.0,10.26,1.2814197401539902,0.0,1.0,0.9682,603.1265,-99.0,-99.0,-99.0,-4.092186868686868
70343.0,10.26,1.0830724122845354,0.0,0.0,0.8869,434.6696,-99.0,-99.0,-99.0,-2.3906020202020204
70392.0,10.92,1.5220005831842696,0.0,1.0,0.7405,259.0533,-61.0664,134.5855,263.078,1.2641589186477016
70416.0,10.67,1.277792518931442,0.0,1.0,0.7887,590.5881,117.7244,183.3733,542.1727,1.6446527093673289
70518.0,9.96,0.7204900684500515,0.0,0.0,0.6999,839.1121,-99.0,-99.0,582.6837,1.1002746430009969
70632.0,10.2,0.8792106052917592,0.0,0.0,0.9001,693.1855,-99.0,-99.0,-99.0,-5.001873737373738
70695.0,10.3,1.0143525006510088,0.0,0.0,0.8798,148.9015,-99.0,-99.0,-99.0,0.49594444444444447
70789.0,10.82,1.0563711794755288,0.0,0.0,0.955,277.8495,-99.0,-99.0,-99.0,-0.8065606060606059
70822.0,10.04,0.9746037920870328,0.0,0.0,0.733,172.3349,-99.0,-99.0,85.9309,-0.2986713743251845
70987.0,10.13,1.1399420230699795,0.0,1.0,0.6912,3586.4431,594.5391,2461.8162,2017.6517,3.292341487879202
71138.0,9.89,0.5851221863068155,0.0,0.0,0.6603,234.8247,-99.0,-99.0,168.6401,0.21836265514548445
71273.0,9.97,0.9224140241456344,1.0,1.0,0.6942,-99.0,139.6258,468.0792,390.3702,1.3031348192049497
71374.0,11.27,1.3243853564904269,0.0,0.0,1.0565,229.6905,-99.0,-99.0,-99.0,-0.32010606060606045
71401.0,10.35,1.188140698788865,0.0,1.0,0.8958,765.1002,-99.0,-99.0,554.897,1.0219918291142318
71442.0,10.6,0.7024305364455253,0.0,0.0,0.7488,689.4276,-99.0,-99.0,423.4365,1.1605697666592274
71442.0,10.6,0.7024305364455253,0.0,0.0,0.7488,689.4276,-99.0,-99.0,423.4365,1.1605697666592274
71675.0,10.73,0.3246939138617746,0.0,1.0,0.8464,159.9725,-99.0,-99.0,-99.0,0.38411616161616163
71676.0,10.76,1.1023993998649826,0.0,0.0,0.6762,-99.0,47.4051,282.8696,611.744,0.3780579785008108
72337.0,10.82,1.4857640022849476,0.0,1.0,1.1693,254.9452,-99.0,-99.0,-99.0,-0.5752040404040404
72804.0,10.55,1.4309614533549484,0.0,0.0,0.8274,798.7611,-99.0,-99.0,-99.0,-6.06829393939394
73754.0,9.86,0.9286518466536946,1.0,1.0,0.7476,2208.8274,556.9479,1537.2059,838.6678,5.130733766099044
73919.0,10.53,1.2233920924487711,0.0,1.0,0.8344,22.1589,-99.0,-99.0,-99.0,1.776172727272727
73950.0,10.47,1.510960340217412,1.0,1.0,0.7284,-99.0,102.7542,342.502,835.4177,0.4144707491833128
73975.0,10.34,1.5774458403174296,0.0,0.0,0.7307,1039.2534,124.4774,-99.0,1156.9884,0.920260566138779
74086.0,9.89,0.5263392773898441,0.0,0.0,0.8779,222.3005,-99.0,-99.0,189.5724,0.1281858540589242
74097.0,10.76,1.7491408777630029,0.0,0.0,0.952,346.3412,-99.0,-99.0,-99.0,-1.4983959595959597
74174.0,10.49,0.9839869219651896,1.0,0.0,0.9662,86.9729,-99.0,-99.0,-99.0,1.1214858585858587
74208.0,11.23,1.7918660152578747,0.0,1.0,0.555,-99.0,122.1748,325.6934,613.1741,0.5689545595614688
74428.0,10.68,0.8665236255328436,0.0,0.0,0.7214,309.7989,-99.0,-99.0,94.8604,1.178562392737117
74428.0,10.68,0.8665236255328436,0.0,0.0,0.7214,309.7989,-99.0,-99.0,94.8604,1.178562392737117
74512.0,10.99,0.7820424166205542,0.0,0.0,0.7322,1598.9713,-99.0,-99.0,-99.0,-14.151225252525252
74551.0,10.36,1.2479978020801208,0.0,1.0,0.7284,1600.8722,-99.0,-99.0,-99.0,-14.170426262626263
74953.0,10.69,1.817743810080775,1.0,1.0,0.9653,4063.127,-99.0,-99.0,-99.0,-39.04168686868687
74955.0,9.85,0.6553305580093409,0.0,1.0,0.7364,-99.0,119.1523,253.8617,282.2101,0.9709574533299836
74980.0,9.97,0.6148972160331346,0.0,0.0,0.8501,1118.2384,-99.0,-99.0,-99.0,-9.295337373737373
74986.0,10.9,1.4888467254737825,0.0,1.0,0.7288,546.5938,-99.0,-99.0,425.1779,0.8198775148002753
75081.0,10.77,0.7218106152125465,0.0,0.0,0.8714,219.71,-99.0,-99.0,-99.0,-0.21929292929292937
75081.0,10.77,0.7218106152125465,0.0,0.0,0.8714,219.71,-99.0,-99.0,-99.0,-0.21929292929292937
75242.0,10.61,1.4387163481437928,0.0,0.0,0.5099,-99.0,87.1483,249.4198,435.363,0.5456782041652598
75562.0,10.85,1.525524210872402,0.0,0.0,0.9639,642.4114,-99.0,-99.0,-99.0,-4.48900404040404
75562.0,10.85,1.525524210872402,0.0,0.0,0.9639,642.4114,-99.0,-99.0,-99.0,-4.48900404040404
75651.0,10.93,1.4076967576338977,0.0,0.0,1.0206,441.6706,-99.0,-99.0,-99.0,-2.4613191919191917
75651.0,10.93,1.4076967576338977,0.0,0.0,1.0206,441.6706,-99.0,-99.0,-99.0,-2.4613191919191917
75659.0,11.31,2.7093920891254,0.0,0.0,0.9028,3716.9668,-99.0,-99.0,-99.0,-35.54511919191919
75705.0,10.35,0.8444150404738244,0.0,0.0,0.7222,-99.0,37.7067,130.6776,366.7623,0.18918056735929514
75808.0,10.63,0.7013952690139201,0.0,0.0,0.8724,232.8458,-99.0,-99.0,-99.0,-0.3519777777777777
75921.0,10.3,1.7229628089424895,1.0,1.0,0.9898,818.7966,-99.0,-99.0,-99.0,-6.270672727272728
75921.0,10.3,1.7229628089424895,1.0,1.0,0.9898,818.7966,-99.0,-99.0,-99.0,-6.270672727272728
75936.0,10.07,0.760874638052189,0.0,1.0,0.7353,1619.1079,195.6558,730.8046,595.4893,4.2747506966120135
76238.0,10.12,0.8415471652565533,0.0,0.0,0.6696,700.6707,52.8889,175.0879,500.943,1.8537987355846874
76238.0,10.12,0.8415471652565533,0.0,0.0,0.6696,700.6707,52.8889,175.0879,500.943,1.8537987355846874
76278.0,10.51,1.3769782203080163,0.0,0.0,0.842,498.3228,-99.0,-99.0,-99.0,-3.033563636363636
76379.0,9.94,1.1060888583824422,0.0,1.0,0.6995,1874.9368,-99.0,-99.0,-99.0,-16.938755555555556
76477.0,10.25,1.5665671129934966,1.0,0.0,0.9259,1273.8115,-99.0,-99.0,-99.0,-10.866782828282828
76737.0,10.48,0.9576551669434912,0.0,0.0,0.6729,-99.0,119.6694,127.9808,1001.0999,0.14848687928147827
76886.0,10.92,1.50304125322168,0.0,1.0,0.7007,758.5675,-99.0,-99.0,-99.0,-5.662297979797979
76997.0,10.81,1.444794010276232,0.0,1.0,0.6986,351.6705,63.5205,177.0598,213.4991,2.774020124674999
77195.0,11.27,1.4510799408263662,0.0,0.0,0.8402,1353.8271,-99.0,-99.0,-99.0,-11.675021212121212
77250.0,10.54,0.9568404901592334,0.0,1.0,0.8886,375.9651,-99.0,-99.0,242.7348,0.7331668141527297
77327.0,10.77,1.1318431308046946,0.0,1.0,0.9637,208.9868,-99.0,-99.0,-99.0,-0.11097777777777766
77659.0,10.2,1.0835384512301396,0.0,1.0,0.7009,752.9771,-99.0,-99.0,-99.0,-5.605829292929292
77714.0,10.82,0.9547247909790628,0.0,0.0,0.8532,170.5424,-99.0,-99.0,-99.0,0.27734949494949507
77714.0,10.82,0.9547247909790628,0.0,0.0,0.8532,170.5424,-99.0,-99.0,-99.0,0.27734949494949507
77976.0,10.25,1.463235826840991,0.0,0.0,0.8373,1458.6869,-99.0,-99.0,-99.0,-12.73421111111111
78085.0,10.18,1.2406490746206793,0.0,1.0,0.871,769.7681,-99.0,-99.0,-99.0,-5.775435353535354
78287.0,10.67,1.434792380451327,0.0,0.0,1.1595,1718.421,-99.0,-99.0,-99.0,-15.35778787878788
78308.0,10.69,1.5623761458235392,1.0,1.0,0.9635,329.4661,-99.0,-99.0,-99.0,-1.327940404040404
78343.0,10.86,1.3735556066389327,0.0,1.0,0.7037,-99.0,58.1169,103.3885,675.1996,0.09257321834906299
78534.0,9.95,1.2267545226000438,0.0,0.0,0.9791,387.8686,-99.0,-99.0,-99.0,-1.9178646464646467
78540.0,10.84,0.9616109080912808,0.0,0.0,0.6993,-99.0,109.8277,375.6149,268.9159,1.4370388660544056
78550.0,10.54,2.104927328285411,0.0,1.0,0.6697,5030.7568,-99.0,-99.0,2507.9324,1.9269884626874312
78550.0,10.54,2.104927328285411,0.0,1.0,0.6697,5030.7568,-99.0,-99.0,2507.9324,1.9269884626874312
78808.0,10.63,1.6746499102424337,0.0,1.0,0.973,1150.1095,-99.0,-99.0,-99.0,-9.617267676767677
78839.0,10.57,0.609060549930087,0.0,1.0,0.5921,-99.0,46.1207,86.5088,248.0455,0.13557794840059584
78839.0,10.57,0.609060549930087,0.0,1.0,0.5921,-99.0,46.1207,86.5088,248.0455,0.13557794840059584
78960.0,10.84,1.1870975005834772,0.0,0.0,0.6629,247.3453,-99.0,-99.0,82.7694,0.596178056141521
78991.0,10.67,3.154772911924131,0.0,0.0,1.2331,396.3974,-99.0,-99.0,-99.0,-2.0040141414141415
79093.0,10.51,1.014016229258364,0.0,0.0,0.8372,-99.0,7.7943,103.9863,218.2458,0.058560577110762235
79418.0,10.1,1.3460202792045572,0.0,0.0,0.8503,722.9604,-99.0,-99.0,-99.0,-5.302630303030304
79674.0,10.88,1.6605998892677432,0.0,0.0,0.8732,1069.0116,-99.0,-99.0,-99.0,-8.79809696969697
79908.0,11.18,1.1270075573713267,0.0,1.0,0.8899,724.8721,-99.0,-99.0,330.404,1.594629907628237
79917.0,9.93,0.720242018287057,0.0,1.0,0.9623,1052.7754,-99.0,-99.0,-99.0,-8.63409494949495
79965.0,10.74,1.0417873189717517,0.0,0.0,0.6988,-99.0,138.0937,491.6851,509.0249,1.042736416234255
80044.0,10.94,1.0226757619537274,0.0,0.0,0.838,792.2181,157.4719,409.8599,541.9376,2.5086834720454902
80051.0,10.42,0.7596678446896306,0.0,0.0,0.8777,401.223,-99.0,-99.0,-99.0,-2.052757575757576
80096.0,10.36,1.9250850849464076,1.0,1.0,0.8202,1593.5378,-99.0,-99.0,1083.8634,1.2875587458714817
80171.0,10.89,0.8282731120520698,0.0,0.0,0.9729,408.5063,-99.0,-99.0,-99.0,-2.1263262626262627
80198.0,10.65,1.1792069761554875,0.0,0.0,0.7265,-99.0,66.542,149.0995,367.562,0.31733829938894664
80355.0,10.16,1.1669922308301102,1.0,0.0,0.725,433.7225,-99.0,-99.0,475.3228,0.4959208773490353
80455.0,11.03,1.5535432220802556,1.0,1.0,0.8751,238.9345,-99.0,-99.0,-99.0,-0.4134797979797981
80902.0,10.72,1.7081318408991584,0.0,1.0,0.7001,1217.3328,-99.0,-99.0,678.8708,1.5015122170521988
83644.0,10.81,1.6093702682472673,0.0,1.0,1.163,1076.9691,-99.0,-99.0,-99.0,-8.878475757575758
83749.0,10.41,1.2225604091652236,0.0,0.0,0.7267,381.9295,-99.0,-99.0,-99.0,-1.8578737373737375
83849.0,10.01,0.8247114434647344,0.0,1.0,0.7279,762.8264,83.9924,240.8814,356.4469,3.051506970603475
83965.0,10.11,1.254016060861037,0.0,0.0,0.7278,-99.0,202.0253,635.48,922.4993,0.8005483581396756
84134.0,10.75,1.8698123470155985,0.0,1.0,1.2687,516.2227,-99.0,-99.0,-99.0,-3.2143707070707075
84211.0,9.89,0.8007857903277626,1.0,0.0,0.8999,-99.0,-99.0,-99.0,-99.0,3.0
84399.0,10.56,1.7157944980035067,1.0,0.0,0.9646,952.2266,-99.0,-99.0,-99.0,-7.618450505050505
84399.0,10.56,1.7157944980035067,1.0,0.0,0.9646,952.2266,-99.0,-99.0,-99.0,-7.618450505050505
84411.0,10.67,1.009790719354298,0.0,0.0,0.9747,980.8046,-99.0,-99.0,-99.0,-7.907117171717172
84604.0,10.47,0.940317221574218,0.0,1.0,0.8891,142.4458,-99.0,-99.0,126.049,-0.4407349522804624
84726.0,10.53,0.9342964068194056,0.0,1.0,0.6978,330.9019,56.8637,162.4883,231.4483,2.3774376394209855
84795.0,10.87,1.6571801925067864,0.0,1.0,0.8361,1971.1017,-99.0,-99.0,-99.0,-17.91011818181818
85093.0,10.52,1.0814553278225736,0.0,1.0,0.7943,323.1975,-99.0,-99.0,-99.0,-1.264621212121212
85093.0,10.52,1.0814553278225736,0.0,1.0,0.7943,323.1975,-99.0,-99.0,-99.0,-1.264621212121212
85358.0,9.9,0.6898414091375048,0.0,1.0,0.8751,2372.2429,-99.0,-99.0,-99.0,-21.962049494949497
85528.0,10.27,1.1821863167395448,1.0,0.0,0.7299,585.6099,87.4922,269.0283,432.6995,2.177331843461802
85766.0,10.41,1.6908160579809155,0.0,1.0,0.8944,317.4867,-99.0,-99.0,-99.0,-1.2069363636363635
85805.0,10.41,-0.1944991418415998,0.0,0.0,0.6648,158.1126,-99.0,-99.0,154.0179,-0.2589789888058467
85805.0,10.41,-0.1944991418415998,0.0,0.0,0.6648,158.1126,-99.0,-99.0,154.0179,-0.2589789888058467
85876.0,10.64,0.7035492982382305,0.0,1.0,0.8322,392.8964,-99.0,-99.0,-99.0,-1.9686505050505054
85876.0,10.64,0.7035492982382305,0.0,1.0,0.8322,392.8964,-99.0,-99.0,-99.0,-1.9686505050505054
85978.0,10.2,0.6774244377012475,0.0,0.0,0.7044,259.8947,-99.0,-99.0,-99.0,-0.6251989898989899
86330.0,11.1,1.702602841340427,0.0,0.0,0.8192,1092.5131,-99.0,-99.0,-99.0,-9.035485858585858
86610.0,10.55,1.1998100089538069,0.0,1.0,0.6713,434.5982,41.6268,127.7469,408.2795,1.4793098845276338
86862.0,10.86,1.6838572054003464,0.0,1.0,0.9772,538.4753,-99.0,-99.0,-99.0,-3.439144444444444
86862.0,10.86,1.6838572054003464,0.0,1.0,0.9772,538.4753,-99.0,-99.0,-99.0,-3.439144444444444
86943.0,10.4,0.8857568810692674,0.0,1.0,0.604,617.5543,75.3874,217.449,524.6352,1.7352832978038832
86970.0,10.7,1.3529539117100875,0.0,1.0,0.7156,801.1787,-99.0,-99.0,863.4369,0.6985787843906138
87124.0,10.25,1.3741248601797271,1.0,0.0,0.8461,923.3729,-99.0,-99.0,409.434,1.7716479334886694
87232.0,10.38,1.5236944523816678,0.0,0.0,0.8499,478.4326,-99.0,-99.0,-99.0,-2.832652525252525
87393.0,10.77,2.093127385981256,1.0,1.0,1.2706,1434.6758,-99.0,-99.0,-99.0,-12.491674747474747
87393.0,10.77,2.093127385981256,1.0,1.0,1.2706,1434.6758,-99.0,-99.0,-99.0,-12.491674747474747
87618.0,10.26,1.376230112913062,1.0,1.0,0.8823,218.3002,-99.0,-99.0,-99.0,-0.20505252525252515
87620.0,10.35,1.376230112913062,0.0,1.0,0.8361,725.3648,-99.0,-99.0,-99.0,-5.326917171717171
87620.0,10.35,1.376230112913062,0.0,1.0,0.8361,725.3648,-99.0,-99.0,-99.0,-5.326917171717171
87800.0,10.6,1.6433835786856863,1.0,0.0,1.2134,946.1312,-99.0,-99.0,-99.0,-7.556880808080808
87925.0,10.69,1.5269850685599955,0.0,1.0,0.875,358.241,-99.0,-99.0,-99.0,-1.6185959595959594
87998.0,10.19,1.4961682741749778,0.0,0.0,0.8982,2545.0208,-99.0,-99.0,-99.0,-23.707280808080807
88107.0,10.33,0.8850217948622976,0.0,0.0,0.8959,398.3975,-99.0,-99.0,-99.0,-2.0242171717171713
88107.0,10.33,0.8850217948622976,0.0,0.0,0.8959,398.3975,-99.0,-99.0,-99.0,-2.0242171717171713
88333.0,9.92,1.089162999364932,0.0,0.0,0.8981,2496.4158,-99.0,-99.0,-99.0,-23.216321212121215
88407.0,10.76,1.154028149603197,0.0,0.0,0.7488,-99.0,94.7429,368.996,393.3084,0.927361073396856
88517.0,10.95,1.7303057434228148,0.0,0.0,1.206,106.6646,-99.0,-99.0,-99.0,0.922579797979798
88596.0,10.63,1.6441233407601183,0.0,1.0,0.794,792.0269,-99.0,-99.0,-99.0,-6.000271717171716
88596.0,10.63,1.6441233407601183,0.0,1.0,0.794,792.0269,-99.0,-99.0,-99.0,-6.000271717171716
88722.0,10.92,2.057308481389127,0.0,0.0,1.0799,1520.4882,-99.0,-99.0,-99.0,-13.358466666666667
88745.0,10.03,1.356885941165974,0.0,0.0,0.8345,1425.0496,-99.0,-99.0,859.3842,1.4278242490378577
89012.0,10.89,0.5208763816883419,0.0,0.0,0.8353,40.8936,-99.0,-99.0,-99.0,1.5869333333333333
89153.0,10.6,1.2840244503226454,0.0,0.0,0.8349,202.487,13.8802,100.6296,355.3222,0.892139021991871
89189.0,11.09,1.3975402738424574,0.0,1.0,0.9784,693.368,-99.0,-99.0,-99.0,-5.003717171717172
89189.0,11.09,1.3975402738424574,0.0,1.0,0.9784,693.368,-99.0,-99.0,-99.0,-5.003717171717172
89355.0,9.88,0.8731461513282557,0.0,0.0,0.7152,1210.0853,-99.0,-99.0,-99.0,-10.223083838383838
89438.0,10.25,1.0478198278165936,0.0,1.0,0.6228,-99.0,332.8305,1617.3944,1810.2131,1.0226557856641298
89711.0,10.24,1.0948552900836803,1.0,0.0,0.7424,255.117,28.3499,90.1181,322.224,1.1593953274740554
90043.0,10.35,0.9512889372776722,0.0,1.0,0.8133,636.2844,-99.0,-99.0,-99.0,-4.427115151515151
90138.0,10.08,1.0607356034493185,0.0,0.0,0.6721,-99.0,124.0829,367.9904,769.4313,0.5108621133556693
90258.0,10.87,1.4639825250097072,0.0,1.0,0.702,2087.425,394.8102,1269.4104,2364.113,1.586914669476459
90369.0,10.71,1.5136436923090382,0.0,1.0,0.9761,629.7657,-99.0,-99.0,-99.0,-4.361269696969697
90395.0,10.97,1.7029644592562851,0.0,1.0,0.9246,1676.2681,-99.0,-99.0,-99.0,-14.93200101010101
91211.0,10.71,0.9561684304753632,0.0,0.0,1.1264,-99.0,-99.0,-99.0,-99.0,3.0
91211.0,10.71,0.9561684304753632,0.0,0.0,1.1264,-99.0,-99.0,-99.0,-99.0,3.0
91467.0,10.92,0.8215790279120089,1.0,1.0,0.9749,197.923,-99.0,-99.0,-99.0,0.0007777777777777594
91608.0,11.14,2.155123393710712,0.0,1.0,1.0019,2338.1035,-99.0,-99.0,-99.0,-21.61720707070707
91840.0,10.61,1.0754374615856128,0.0,1.0,0.6069,411.9424,165.5271,476.674,459.0319,2.2964493317348973
92014.0,10.78,1.7732889880530138,0.0,0.0,1.1268,837.7006,-99.0,-99.0,-99.0,-6.461622222222222
92229.0,10.67,1.5371009716638242,0.0,1.0,0.7486,329.0569,53.38,-99.0,306.4911,0.9247801975326525
92317.0,11.22,1.579875017411149,0.0,1.0,1.0981,-99.0,-99.0,-99.0,-99.0,3.0
92377.0,10.48,1.4603264223523666,0.0,1.0,0.7478,701.7546,75.0826,151.6111,744.477,1.2471148202026388
