6057.0,10.38,0.8505849763520315,0.0,1.0,0.6726,560.3792,28.9804,112.9376,424.3471,1.6550064793655948,0.42410877950151693,0.2146329357239662
10462.0,10.17,0.7567121601647717,0.0,0.0,0.7096,560.7368,43.8934,132.6995,379.1355,1.944765657660652,0.38617686787145955,0.15170765430433228
10902.0,10.69,0.9241241531858247,0.0,0.0,0.7095,358.7158,23.5963,109.178,599.2507,0.8201744278312899,0.5616763218902278,0.10396097175437355
25243.0,10.93,1.2124539610402758,0.0,1.0,0.6294,449.6969,119.8993,138.0416,650.9747,1.0870434749614697,0.5109280569705851,-0.03083488780409593
25361.0,10.48,1.0111896876099913,0.0,0.0,0.7928,217.2993,46.4967,33.5567,229.0487,1.2982073244685517,0.4761081130939278,0.1053649335459753
28099.0,10.32,1.079543007402906,1.0,1.0,0.7327,89.6054,3.7418,22.2407,62.6391,1.8452995014296183,0.3988547137188897,0.17574798511481537
28616.0,10.38,1.0821388313934477,0.0,1.0,0.6799,507.472,91.1963,159.6725,683.949,1.1087680514190386,0.5071647768280779,0.015838813550938146
29014.0,9.99,0.7622282842864744,0.0,1.0,0.7024,235.0227,59.1993,97.3205,229.6974,1.7046013581346589,0.4173881815789692,-0.07876026327127199
29906.0,10.05,0.7102866477028908,0.0,0.0,0.677,233.6517,35.0573,71.7965,188.1804,1.8094631534421224,0.4035049928003294,0.03989207463821291
30968.0,10.65,0.8752928253710079,0.0,1.0,0.6708,163.0963,36.6899,49.582,210.8224,1.1828354102789838,0.494665954110426,-0.005283559529268161
32841.0,10.27,0.8679386508907846,0.0,1.0,0.7291,218.649,16.5108,52.3221,132.3782,2.1716710153182324,0.35836051869868435,0.15181922145860227
36641.0,10.73,0.8928178243095762,0.0,0.0,0.7747,306.0232,43.3854,135.6795,310.4328,1.56261870523991,0.43692076540939073,-0.03716903389193919
37170.0,10.23,-0.185086818724926,0.0,1.0,0.6211,323.6626,27.4224,96.5397,125.8474,3.556884766788984,0.2077891864338409,0.09373710116970002
39409.0,10.41,1.0432050388876584,0.0,0.0,0.7417,354.6886,97.1924,295.1014,376.0319,1.986486784764804,0.38095301448666447,-0.2503776002584658
40560.0,10.51,1.1322596895310446,0.0,1.0,0.8275,2245.6025,138.0761,564.3,817.5828,3.605724826892151,0.20280135551280976,0.15371262335291042
41325.0,10.91,1.6419894054365227,0.0,1.0,0.6739,2449.1108,2447.127,5735.9795,1311.7118,8.105604676271113,-0.9106181417748445,-0.6910943910445875
53400.0,10.58,0.7861122837198266,0.0,0.0,0.737,117.8725,23.603,34.0758,63.5302,2.7632732149434447,0.29110873028394624,0.01900562021298787
54672.0,11.06,0.9854713832895876,0.0,1.0,0.7897,441.6945,55.4243,39.8936,251.0709,2.138887461669194,0.36229429751830644,0.2598060543692444
55210.0,10.09,0.864451747158183,0.0,0.0,0.7639,216.4169,34.4293,115.4326,246.2235,1.487586684455383,0.4476330408097259,-0.09145834063137981
55866.0,10.08,1.0049658871068234,0.0,0.0,0.7005,1488.6881,142.311,675.557,802.2359,2.8751594138332623,0.27900588145956123,-0.017198562226244572
