75936.0,1619.1079,43.9151,195.6558,730.8046,595.4893
76238.0,700.6707,2.4904,52.8889,175.0879,500.943
76997.0,351.6705,16.7747,63.5205,177.0598,213.4991
80044.0,792.2181,66.6196,157.4719,409.8599,541.9376
83849.0,762.8264,16.3851,83.9924,240.8814,356.4469
84726.0,330.9019,42.7995,56.8637,162.4883,231.4483
85528.0,585.6099,23.7002,87.4922,269.0283,432.6995
86610.0,434.5982,25.8441,41.6268,127.7469,408.2795
86943.0,617.5543,10.5513,75.3874,217.449,524.6352
89153.0,202.487,4.6448,13.8802,100.6296,355.3222
89711.0,255.117,17.6576,28.3499,90.1181,322.224
90258.0,2087.425,129.0318,394.8102,1269.4104,2364.113
91840.0,411.9424,46.4557,165.5271,476.674,459.0319
92377.0,701.7546,20.5988,75.0826,151.6111,744.477
97159.0,532.9744,26.8932,52.9756,199.0349,494.3875
101417.0,1915.1604,83.3284,347.1855,1020.2901,729.7637
101992.0,603.9502,92.1353,228.9951,751.0207,527.2433
102571.0,286.0244,25.2675,40.1882,99.3984,176.0281
103155.0,526.5963,-12.2237,42.2745,148.8355,670.8112
105346.0,84.5617,26.6891,3.1717,22.7419,136.4585
105701.0,324.5744,66.2087,115.561,369.1903,497.6091
108440.0,381.7293,-12.9826,24.282,100.4269,225.3253
108513.0,177.3378,-0.5158,24.6903,41.507,155.5959
109010.0,788.9524,258.2061,776.0868,2532.667,585.9779
110242.0,557.5626,-0.6918,31.8432,177.2197,734.9236
110586.0,95.9712,-0.057,12.6671,14.6626,109.2448
110979.0,903.1332,21.2615,99.4541,358.386,464.1135
113408.0,405.0456,73.4658,63.8261,175.8019,246.0066
113551.0,1570.2733,61.1468,255.8874,623.0238,904.3953
117124.0,259.9703,8.5834,29.5134,80.3185,90.2647
117232.0,557.5341,11.8278,73.7696,183.6258,298.3689
118390.0,384.7328,14.477,42.7328,147.9342,334.6635
119313.0,291.1442,-40.0048,54.7095,63.843,173.0198
121595.0,425.0125,27.7666,60.1419,149.2331,244.9471
122765.0,1483.7426,41.8593,277.8355,849.5043,548.5889
124727.0,306.8055,4.5345,80.2503,93.1382,282.6512
125253.0,601.0269,24.4788,61.6833,586.4772,579.551
127745.0,211.6002,4.6661,21.8225,223.9097,303.3768
128528.0,1352.7845,25.8079,234.2161,721.7887,809.3923
128659.0,737.5371,38.1133,75.0956,294.3682,554.2414
129027.0,568.1072,103.1579,466.3294,1331.7708,1163.074
130576.0,846.0172,9.6,111.8224,273.9567,565.7123
131198.0,906.6456,25.7601,83.3528,298.1224,1189.7111
134501.0,347.3836,20.601,44.501,148.4415,315.7544
134820.0,768.5856,23.7607,124.6067,288.5152,974.3917
135418.0,600.2445,14.1772,7.4552,170.3854,580.9114
138718.0,136.6105,-3.0379,42.8941,97.3194,87.0536
138923.0,1072.162,20.4735,73.8658,255.8714,618.9937
143517.0,642.6974,77.2077,329.2161,939.8419,371.8835
147029.0,954.0648,15.0077,105.857,321.6501,565.66
147216.0,415.7601,9.1301,74.7141,232.4209,204.3595
148746.0,1087.8253,24.4264,87.4706,244.0459,701.5853
149055.0,1437.5348,75.1907,391.5155,1103.6444,534.2849
151148.0,988.7615,27.4091,43.9083,150.7192,310.6374
151566.0,836.3798,40.1285,107.1096,302.3901,601.2598
155731.0,611.4094,35.8581,110.612,271.3584,441.6057
156603.0,164.5574,-4.381,41.7384,53.8645,270.0371
157147.0,3365.8293,1172.899,2684.9758,8844.876,1786.4574
157603.0,330.0885,-1.8824,42.5226,153.3162,468.3328
158230.0,789.7673,16.7516,62.6913,497.6606,723.0778
159408.0,143.4966,9.2065,3.6516,36.4267,135.9563
159971.0,984.6642,163.2156,291.2311,854.0026,843.7543
161439.0,471.801,42.3368,67.2179,179.33,559.1966
161465.0,507.1029,17.7606,96.8558,271.6216,236.68
161993.0,1184.1958,280.1445,726.3304,2336.719,1062.5249
162620.0,720.5641,19.0622,58.2559,147.6679,373.0877
165155.0,1030.9679,195.6765,716.4741,2382.7354,759.2162
165976.0,311.7884,1.7835,61.6086,189.9418,255.9027
166155.0,811.313,15.6154,87.2628,280.455,552.1838
166730.0,175.5456,13.4192,17.0883,53.1117,124.57
167583.0,435.2777,7.3301,61.0536,69.6107,739.7764
171911.0,70.4238,-99.0,6.7288,88.3296,30.8894
173352.0,154.9259,30.4757,19.0834,58.2615,278.6815
180320.0,2164.9138,66.4396,328.7607,844.3566,1051.7054
180581.0,574.4221,23.2733,68.0745,199.6598,433.3012
185803.0,736.9883,-99.0,91.7287,232.611,306.3212
188347.0,165.9837,-0.0424,7.0457,84.0512,86.863
189475.0,969.7429,108.7596,153.3434,325.8725,947.6984
191313.0,806.9252,22.5076,77.6579,317.7819,440.5741
192679.0,1916.4797,34.2455,380.427,1223.5227,993.1388
194188.0,253.5389,0.8822,19.9618,108.9216,127.2042
196913.0,1160.2079,79.5014,265.2891,1013.2083,1480.3331
200059.0,378.4671,46.6245,134.9022,664.2848,258.267
200633.0,1418.1411,28.5988,60.1979,190.2333,848.2501
201618.0,894.4856,49.9349,317.2089,973.0381,423.8281
203338.0,630.7908,23.8226,85.0654,190.832,538.0367
205196.0,395.3464,10.2766,53.5329,149.42,415.7104
205906.0,733.3498,11.0311,167.2393,455.6291,1402.9277
206604.0,486.7344,-0.7414,57.465,186.3695,341.9826
206652.0,1528.9259,34.8238,141.1521,503.5232,1355.856
207034.0,2575.4561,107.3698,412.9609,1282.0238,1408.0195
207822.0,294.6048,29.9179,53.0749,145.7506,331.6665
208640.0,1056.1572,37.0562,136.515,362.4769,632.4518
209031.0,432.6541,33.1484,45.4074,82.3878,459.5656
209724.0,117.4084,-2.2562,23.9943,102.9239,110.5477
210736.0,264.5131,-0.4616,15.3579,55.0163,234.2648
210892.0,367.0009,68.378,178.043,509.3446,193.7879
212566.0,994.9175,24.6486,179.992,752.0394,1026.9686
215058.0,451.1403,26.3689,35.707,128.6291,297.6331
216523.0,1615.8915,0.5833,174.8164,524.5211,976.5643
216580.0,1098.7437,80.8463,136.6639,491.6687,915.2156
220661.0,2155.8704,39.0699,315.1129,933.261,1704.215
225097.0,169.4876,27.7319,9.649,69.6717,74.5985
225997.0,873.9731,12.1372,53.8342,245.9897,868.2311
226418.0,951.3602,21.4197,149.2614,451.1027,662.0864
226481.0,615.4057,68.5509,193.9934,441.5038,339.1573
226778.0,494.8458,25.6009,69.6865,186.696,175.0772
228279.0,833.2613,29.3452,79.6212,239.4863,595.9023
228931.0,276.9587,24.003,69.8671,208.0912,513.3575
230481.0,651.8262,-1.6716,142.8164,445.4433,1084.0581
231274.0,1235.0743,87.9478,366.1284,1259.2336,461.0082
231573.0,654.6207,64.4593,293.6593,928.0746,299.964
234911.0,295.9568,-24.7506,31.995,216.3941,229.5473
235128.0,446.7677,13.5641,47.3396,103.0704,279.2813
239335.0,370.7523,175.1657,681.869,1675.3813,1279.4196
240419.0,795.0533,6.7444,62.9491,156.8643,458.8745
240675.0,976.3093,29.3641,60.8271,266.3265,346.6867
241820.0,3146.7495,105.5916,555.4595,1979.9908,1746.3622
245411.0,3132.2175,90.3339,340.805,1292.4014,2524.4351
246882.0,1703.3065,76.1096,208.6717,604.1707,1583.6987
246902.0,387.5687,15.1103,29.4118,85.337,389.0664
246995.0,1378.8855,70.3618,182.6591,433.4896,1631.8685
247554.0,393.7184,18.5597,49.3048,122.1006,517.7211
249357.0,1616.6287,16.1674,19.0743,91.6902,665.1307
254580.0,220.5388,79.3924,184.8875,577.2433,357.8533
255749.0,949.0625,15.6065,40.4922,259.0069,474.9543
256221.0,1674.9401,70.0748,279.3732,1197.5302,1338.5439
256256.0,607.9901,30.769,85.4496,187.8442,321.8992
257293.0,173.9812,-2.4428,13.5936,102.1509,74.588
257577.0,2010.7776,39.9102,322.0748,814.8002,1596.0908
261337.0,348.9724,11.3405,37.5285,135.6066,451.1367
