1,206363,1.025,114.2,,10.1,123.4,b,14.7,196.7,6.4,10.99,,0.07,11.55,b,0.08
1,206894,1.435,98.8,,18.9,107,b,21.6,122.1,6.6,10.69,,0.11,11.22,b,0.12
1,206929,2.05,238.1,,2.3,241.3,b,2.2,75.3,5.5,11.13,,0.05,11.48,b,0.06
1,208074,0.615,224,,11.5,237.5,b,17.1,184.3,11.5,10.91,,0.07,11.39,b,0.09
1,208396,1.435,309.6,,8.9,345.5,b,9.2,72,3.5,11.22,,0.06,11.63,b,0.07
1,208756,1.435,259.3,,12.2,317.3,b,10.7,40.5,6.3,11.04,,0.09,11.52,b,0.08
1,209290,2.46,59.1,,10,61.9,,10.6,132.6,7.3,10.66,,0.09,11.23,,0.11
1,209451,1.435,166.2,,4.9,172.5,,6.1,52.3,3.5,10.51,,0.06,10.88,,0.07
1,210003,1.025,135.5,,5.9,148.3,,10.2,37.9,6.7,10.19,,0.07,10.6,,0.1
1,211387,1.025,125.9,,19.1,135.7,b,25.6,93.7,28.8,10.66,,0.19,11.15,b,0.3
1,211564,0.82,257.7,,7.3,271,,10.7,67.3,3.5,10.73,,0.06,11.1,,0.08
1,211829,0.82,262.9,,33.7,282.6,b,47.2,68.3,42.1,11.02,,0.18,11.42,b,0.29
1,213107,0.615,51.6,,9,60.5,,11.3,135.3,2.7,10.12,,0.06,10.71,,0.06
1,214034,1.23,169.9,,9.9,200.8,b,13.7,38.5,5,10.76,,0.09,11.22,b,0.12
1,214761,0.82,154.7,a,3.5,159,b,4.7,70.5,2.5,10.68,a,0.06,11.07,b,0.06
1,215058,0.82,190.9,,16,219.3,,23.7,44.4,17,10.42,,0.12,10.86,,0.15
1,216523,1.23,148.7,,16.3,161.8,,21.8,95.9,2.7,10.52,,0.12,10.98,,0.14
1,218142,1.64,187.1,,6.7,189.5,b,7,105.6,3.1,11.06,,0.06,11.47,b,0.06
1,218351,1.025,102.4,,11.2,112.4,,15,78.4,9.6,10.13,,0.11,10.61,,0.15
1,224909,1.025,272.8,,30.5,292.6,b,36.3,174.3,32.1,11.16,,0.15,11.61,b,0.22
1,228116,0.615,110.2,,7.5,115.7,b,8.8,89.1,3.2,10.32,,0.07,10.79,b,0.07
1,228551,1.025,192,,7,199.3,,7.6,58.3,9.3,10.56,,0.09,10.93,,0.12
1,228896,1.025,63.6,,4.8,91,,4.5,79.4,0.4,9.96,,0.06,10.56,,0.06
1,229522,0.82,212.9,,22.8,226.5,b,34.4,204.3,16.8,11.17,,0.1,11.67,b,0.15
1,230903,1.435,180.5,,4.7,185.8,,5.3,92.7,9.9,10.8,,0.07,11.2,,0.1
1,232487,0.82,207.5,,9.7,215,b,11.6,32.6,8.1,10.74,,0.08,11.09,b,0.1
1,234337,2.05,326.1,,4.7,331.9,b,5.5,91.1,3.5,11.37,,0.05,11.72,b,0.06
1,234911,1.435,250.9,,7,270.4,b,10.5,65.9,9.9,11.09,,0.07,11.48,b,0.09
1,235624,1.64,24.6,,2.4,25.9,b,3.1,87.6,0.9,10.29,,0.05,10.88,b,0.05
1,235785,0.82,229.2,,6.3,238.2,b,7.4,36.7,4.8,10.67,,0.06,11.01,b,0.08
1,237183,1.23,150.2,,36.6,169.9,b,50.5,87.9,23.7,10.59,,0.21,11.08,b,0.28
1,237718,0.82,180.7,,9,188.2,b,12.3,111.8,11.9,10.75,,0.09,11.19,b,0.14
1,237929,1.435,221.4,,14.7,243,b,24.5,114,8.3,11.02,,0.08,11.46,b,0.11
1,238607,1.025,76.9,,12.3,80.7,b,14,78.9,2.4,10.37,,0.11,10.88,b,0.1
1,239578,1.64,256.9,,4.3,268.5,,5.6,86.6,3,11,,0.05,11.38,,0.06
1,239638,1.025,149.2,,6,153.3,b,7.2,37.7,2.8,10.57,,0.07,10.92,b,0.08
1,240262,0.615,256.8,,12.3,275,,17.3,78.4,7.8,10.67,,0.08,11.06,,0.09
1,240344,1.23,168.2,,4.5,172.8,b,5.8,20.6,4.5,10.7,,0.06,11.03,b,0.08
1,240583,1.025,234.7,,25.3,244.6,b,28.5,145.3,30.9,11.1,,0.15,11.54,b,0.21
1,241225,1.435,180.4,a,23.7,210,b,40.4,82,10.4,11.08,a,0.15,11.55,b,0.26
1,243512,1.025,170.5,,7.3,176.5,b,8.4,75.1,2.3,10.6,,0.07,11,b,0.07
1,244694,1.64,299.7,,14.9,357.3,b,22.1,38.4,8.8,11.35,,0.09,11.81,b,0.12
1,249265,0.615,149.1,,6.4,162.1,b,9.4,15.2,6.6,10.16,,0.08,10.53,b,0.11
1,255024,1.025,165.5,,3.9,171.9,b,5.2,55.9,2.6,10.51,,0.06,10.88,b,0.06
1,255999,1.64,236.7,,9.9,258,b,13.6,47,6.5,11.13,,0.08,11.52,b,0.1
1,256221,1.435,183.7,,18.6,199.8,,26.9,54.6,10.8,10.72,,0.13,11.11,,0.18
1,256256,1.025,34.6,,21.3,38.1,b,23.9,150.9,6,10.48,,0.07,11.07,b,0.08
1,256980,1.025,223.2,,13.2,230.3,b,16.3,79.5,3,10.98,,0.09,11.36,b,0.11
1,257051,1.025,161.7,,6.8,174.6,b,9.3,48.1,2.7,10.5,,0.07,10.9,b,0.09
1,260092,0.82,161.5,,9.5,166.7,b,10.7,27.7,13,10.59,,0.11,10.94,b,0.16
1,96444,2.153,228.9,,2.9,232.4,b,3.4,61,1.3,11.15,,0.05,11.49,b,0.06
1,118828,0.923,255.6,a,23.3,303.5,b,41.2,64.6,9.6,11.16,a,0.13,11.62,b,0.23
1,130902,1.025,148.1,,5.5,170.1,b,6.2,137.4,2.8,10.73,,0.06,11.26,b,0.06
1,142988,1.128,179.1,,10.9,203,b,18.4,50.9,8.2,10.67,,0.08,11.1,b,0.13
1,198009,1.64,253.8,,2.7,260.9,,2.8,70.1,1.1,10.93,,0.05,11.29,,0.05
1,214915,1.435,85.4,,1,87.2,,1,81.1,0.6,10.27,,0.05,10.75,,0.05
1,241820,1.435,157.7,,3.1,166.6,b,3.3,135,1.3,10.84,,0.05,11.32,b,0.05
2,10462,0.615,89.8,,4.9,97.5,b,9.2,109.1,3,10.28,,0.06,10.81,b,0.08
2,10902,0.82,293.9,a,10.5,298.2,b,12.3,54.9,4.7,11.4,a,0.07,11.73,b,0.09
2,28945,0.615,394.4,,7.5,412.8,b,7.8,87.1,9.1,11.08,,0.06,11.44,b,0.06
2,28948,0.615,226.5,a,6,231.1,b,6.9,89,8.1,11.05,a,0.06,11.42,b,0.08
2,32934,1.23,241.4,a,16.8,247.2,b,21.3,113.4,15.4,11.34,a,0.11,11.74,b,0.16
2,53162,1.025,273.7,,38.2,293.4,b,54.7,76.9,12.7,11,,0.19,11.38,b,0.29
2,65699,1.23,50.7,,5.4,52.9,,5.7,87.4,0.9,10.07,,0.06,10.62,,0.05
2,71442,0.82,297.2,,13.1,307.7,b,17.3,248.6,15.3,11.34,,0.08,11.82,b,0.1
2,71676,1.23,292.9,,14.6,313.1,b,22.9,97.1,13.3,11.21,,0.09,11.61,b,0.13
2,98504,1.025,333,,9.8,342.3,b,12.6,97.9,9.2,11.28,,0.07,11.64,b,0.09
2,101992,1.64,73.6,,8.4,79.6,,13,229.5,9.6,10.89,,0.08,11.48,,0.09
2,104576,1.025,191.7,,13.6,232.5,b,26.7,122.5,8.8,10.96,,0.1,11.48,b,0.17
2,104696,0.615,128.5,a,60.3,145.4,b,76.7,89.7,19.7,11.13,a,0.45,11.63,b,0.55
2,105348,1.435,209.3,,11.2,215.3,b,14.6,131.9,6.1,11.13,,0.07,11.56,b,0.09
2,109010,1.025,118.3,,20,132.3,,26.2,321.3,11.8,11.09,,0.07,11.67,,0.08
2,112798,0.82,259.2,,46.1,280.3,b,55.1,353.4,18.3,11.44,,0.07,11.98,b,0.08
2,121150,1.23,248.7,,4.8,253.5,b,5.7,39.6,3.6,11.09,,0.06,11.42,b,0.06
2,121995,1.435,283.8,,52.9,296.5,,55.3,272.4,14.1,11.37,,0.13,11.86,,0.11
2,122667,1.025,198.9,a,48.8,216.3,b,70.1,69.8,13.1,11.07,a,0.32,11.48,b,0.5
2,123292,0.615,162.4,,11.2,173.9,b,16,122.5,18.9,10.61,,0.12,11.09,b,0.17
2,127745,1.025,255.1,,11.1,268.2,b,15.5,78,7,11.04,,0.07,11.42,b,0.1
2,131063,1.025,253.4,,27,284.7,,30.5,294.8,49.5,10.9,,0.16,11.43,,0.24
2,134965,1.025,366.8,,25.1,383.7,,27,168.5,26.4,11.19,,0.09,11.6,,0.11
2,141826,1.025,246.2,a,33.9,262.9,b,46.7,78.2,24.8,11.17,a,0.17,11.56,b,0.26
2,141995,1.025,361.5,a,33.6,379.9,b,46,56,31.6,11.57,a,0.14,11.92,b,0.22
2,147418,1.435,312,a,25.2,323.7,b,29.2,21.4,14.6,11.58,a,0.13,11.92,b,0.18
2,162397,0.82,243.3,,5.9,249.7,b,6.9,90.6,5.8,10.97,,0.06,11.35,b,0.07
2,179162,1.23,363,,15.3,371.4,b,16.5,135.1,12.5,11.41,,0.08,11.78,b,0.09
2,180891,0.82,116.6,,76.4,127.9,b,84.2,259.2,17,11.18,,0.12,11.75,b,0.11
2,182090,1.23,284.2,,61.9,323.7,,73.3,163.9,38.4,10.78,,0.22,11.27,,0.25
2,200442,0.82,153.8,,16.3,167,,20,349.6,30.6,11.08,,0.13,11.66,,0.17
2,205048,2.05,258,,3.8,259.9,b,3.9,69.6,4.2,11.44,,0.05,11.78,b,0.06
2,207182,0.82,229.7,,10.6,239.9,b,12.8,51.3,8.8,10.7,,0.08,11.05,b,0.1
2,209031,1.435,151.1,,1.6,156.2,,1.3,58.7,1.6,10.37,,0.05,10.75,,0.05
